Textbox88,Textbox84,Country,Code1,Station1,Type,Textbox41,ThermalPower,Textbox37,Code,Station,Textbox70,Textbox74,Textbox94,Textbox78,Textbox90,Textbox86,Textbox17
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -315 ,COOK-1,PWR  ,WH 4LP (ICECDN,3304,1131,1030,AEP,WH,1969-3 ,1975-2 ,1975-8 ,72.9,73,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -316 ,COOK-2,PWR  ,WH 4LP (ICECDN,3468,1231,1168,AEP,WH,1969-3 ,1978-3 ,1978-7 ,74.3,74.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -317 ,CALVERT CLIFFS-1,PWR  ,CE 2LP (DRYAMB,2737,918,877,EXELON,CE,1968-6 ,1975-1 ,1975-5 ,81.9,82.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -318 ,CALVERT CLIFFS-2,PWR  ,CE 2LP (DRYAMB,2737,911,855,EXELON,CE,1968-6 ,1976-12,1977-4 ,85,85.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -321 ,HATCH-1,BWR  ,BWR-4 (Mark 1),2804,911,876,SOUTHERN,GE,1968-9 ,1974-11,1975-12,83.7,83.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -323 ,DIABLO CANYON-2,PWR  ,WH 4LP (DRYAMB,3411,1197,1118,PG&E,WH,1970-12,1985-10,1986-3 ,88.8,88.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -324 ,BRUNSWICK-2,BWR  ,BWR-4 (Mark 1),2923,960,932,PROGRESS,GE,1970-2 ,1975-4 ,1975-11,78.1,78.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -325 ,BRUNSWICK-1,BWR  ,BWR-4 (Mark 1),2923,990,938,PROGRESS,GE,1970-2 ,1976-12,1977-3 ,78.9,79.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -327 ,SEQUOYAH-1,PWR  ,WH 4LP (ICECND,3455,1221,1152,TVA,WH,1970-5 ,1980-7 ,1981-7 ,77.1,77.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -328 ,SEQUOYAH-2,PWR  ,WH 4LP (ICECND,3455,1200,1139,TVA,WH,1970-5 ,1981-12,1982-6 ,80.4,80.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -333 ,FITZPATRICK,BWR  ,BWR-4 (Mark 1),2536,849,813,EXELON,GE,1968-9 ,1975-2 ,1975-7 ,81.3,81.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -334 ,BEAVER VALLEY-1,PWR  ,WH 3LP (DRYSUB,2900,959,908,FENOC,WH,1970-6 ,1976-6 ,1976-10,78.5,78.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -335 ,ST. LUCIE-1,PWR  ,CE 2LP (DRYAMB,3020,1045,981,FPL,CE,1970-7 ,1976-5 ,1976-12,83.4,83.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -336 ,MILLSTONE-2,PWR  ,CE 2LP (DRYAMB,2700,918,869,DOMINION,CE,1969-11,1975-11,1975-12,72.5,73.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -338 ,NORTH ANNA-1,PWR  ,WH 3LP (DRYSUB,2940,990,948,DOMINION,WH,1971-2 ,1978-4 ,1978-6 ,84.6,85.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -339 ,NORTH ANNA-2,PWR  ,WH 3LP (DRYSUB,2940,1011,944,DOMINION,WH,1971-2 ,1980-8 ,1980-12,86.9,87.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -341 ,FERMI-2,BWR  ,BWR-4 (Mark 1),3486,1198,1115,DTEDISON,GE,1972-9 ,1986-9 ,1988-1 ,80,80,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -346 ,DAVIS BESSE-1,PWR  ,B&W RLP (DRYAM,2817,925,894,FENOC,B&W,1970-9 ,1977-8 ,1978-7 ,74.1,74.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -348 ,FARLEY-1,PWR  ,WH 3LP (DRYAMB,2775,918,874,SOUTHERN,WH,1970-10,1977-8 ,1977-12,85.9,86,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -352 ,LIMERICK-1,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-6 ,1985-4 ,1986-2 ,91.6,91.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -353 ,LIMERICK-2,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-6 ,1989-9 ,1990-1 ,93.8,93.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -354 ,HOPE CREEK-1,BWR  ,BWR-4 (Mark 1),3840,1240,1172,PSEG,GE,1976-3 ,1986-8 ,1986-12,88.6,88.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -364 ,FARLEY-2,PWR  ,WH 3LP (DRYAMB,2775,928,883,SOUTHERN,WH,1970-10,1981-5 ,1981-7 ,89.1,89.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -366 ,HATCH-2,BWR  ,BWR-4 (Mark 1),2804,921,883,SOUTHERN,GE,1972-2 ,1978-9 ,1979-9 ,85.4,85.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -368 ,ANO-2,PWR  ,CE 2LP (DRYAMB,3026,1065,988,ENTERGY,CE,1968-12,1978-12,1980-3 ,84.1,84.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -369 ,MCGUIRE-1,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-4 ,1981-9 ,1981-12,83.8,84.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -370 ,MCGUIRE-2,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-4 ,1983-5 ,1984-3 ,87,87,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -373 ,LASALLE-1,BWR  ,BWR-5 (Mark 2),3546,1207,1137,EXELON,GE,1973-9 ,1982-9 ,1984-1 ,82.1,82.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -374 ,LASALLE-2,BWR  ,BWR-5 (Mark 2),3546,1207,1140,EXELON,GE,1973-9 ,1984-4 ,1984-10,81.7,81.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -382 ,WATERFORD-3,PWR  ,CE 2LP (DRYAMB,3716,1250,1168,ENTERGY,CE,1974-11,1985-3 ,1985-9 ,87.5,87.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -387 ,SUSQUEHANNA-1,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11,1982-11,1983-6 ,85.5,85.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -388 ,SUSQUEHANNA-2,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11,1984-7 ,1985-2 ,88.7,88.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -389 ,ST. LUCIE-2,PWR  ,CE 2LP (DRYAMB,3020,1050,987,FPL,CE,1977-6 ,1983-6 ,1983-8 ,86.5,86.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -390 ,WATTS BAR-1,PWR  ,WH 4LP (ICECND,3459,1210,1157,TVA,WH,1973-7 ,1996-2 ,1996-5 ,90,90.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -391 ,WATTS BAR-2,PWR  ,WH 4LP (ICECND,3411,1218,1164,TVA,WH,1973-9 ,2016-6 ,2016-10,82.6,82.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -395 ,SUMMER-1,PWR  ,WH 3LP (DRYAMB,2900,1006,973,SCE&G,WH,1973-3 ,1982-11,1984-1 ,86.1,86.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -397 ,COLUMBIA,BWR  ,BWR-5 (Mark 2),3486,1190,1131,ENERGYNW,GE,1972-8 ,1984-5 ,1984-12,81.5,82.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -400 ,HARRIS-1,PWR  ,WH 3LP (DRYAMB,2900,980,964,PROGRESS,WH,1978-1 ,1987-1 ,1987-5 ,89.4,89.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -410 ,NINE MILE POINT-2,BWR  ,BWR-5 (Mark 2),3988,1320,1277,EXELON,GE,1975-8 ,1987-8 ,1988-3 ,87.2,87.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -412 ,BEAVER VALLEY-2,PWR  ,WH 3LP (DRYSUB,2900,958,905,FENOC,WH,1974-5 ,1987-8 ,1987-11,88.8,88.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -413 ,CATAWBA-1,PWR  ,WH 4LP (ICECND,3411,1188,1160,DUKEENER,WH,1974-5 ,1985-1 ,1985-6 ,87,87,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -414 ,CATAWBA-2,PWR  ,WH 4LP (ICECND,3411,1188,1150,DUKEENER,WH,1974-5 ,1986-5 ,1986-8 ,88.1,88.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -416 ,GRAND GULF-1,BWR  ,BWR-6 (Mark 3),4408,1500,1401,ENTERGY,GE,1974-5 ,1984-10,1985-7 ,84,84.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -423 ,MILLSTONE-3,PWR  ,WH 4LP (DRYSUB,3650,1280,1210,DOMINION,WH,1974-8 ,1986-2 ,1986-4 ,81,81.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -424 ,VOGTLE-1,PWR  ,WH 4LP (DRYAMB,3626,1229,1150,SOUTHERN,WH,1976-8 ,1987-3 ,1987-6 ,91.4,91.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -425 ,VOGTLE-2,PWR  ,WH 4LP (DRYAMB,3626,1229,1152,SOUTHERN,WH,1976-8 ,1989-4 ,1989-5 ,91.6,91.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -440 ,PERRY-1,BWR  ,BWR-6 (Mark 3),3758,1303,1240,FENOC,GE,1974-10,1986-12,1987-11,84.2,84.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -443 ,SEABROOK-1,PWR  ,WH 4LP (DRYAMB,3648,1296,1246,NEXTERA,WH,1976-7 ,1990-5 ,1990-8 ,88.9,88.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -445 ,COMANCHE PEAK-1,PWR  ,WH 4LP (DRYAMB,3612,1259,1205,LUMINANT,WH,1974-12,1990-4 ,1990-8 ,90.6,90.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -446 ,COMANCHE PEAK-2,PWR  ,WH 4LP (DRYAMB,3612,1250,1195,LUMINANT,WH,1974-12,1993-4 ,1993-8 ,91.4,91.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -454 ,BYRON-1,PWR  ,WH 4LP (DRYAMB,3645,1242,1164,EXELON,WH,1975-4 ,1985-3 ,1985-9 ,90.1,90.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -455 ,BYRON-2,PWR  ,WH 4LP (DRYAMB,3645,1210,1136,EXELON,WH,1975-4 ,1987-2 ,1987-8 ,93.1,93.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -456 ,BRAIDWOOD-1,PWR  ,WH 4LP (DRYAMB,3645,1270,1194,EXELON,WH,1975-8 ,1987-7 ,1988-7 ,90.5,90.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -457 ,BRAIDWOOD-2,PWR  ,WH 4LP (DRYAMB,3645,1230,1160,EXELON,WH,1975-8 ,1988-5 ,1988-10,92.4,92.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -458 ,RIVER BEND-1,BWR  ,BWR-6 (Mark 3),3091,1016,967,ENTERGY,GE,1977-3 ,1985-12,1986-6 ,84.8,84.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -461 ,CLINTON-1,BWR  ,BWR-6 (Mark 3),3473,1098,1062,EXELON,GE,1975-10,1987-4 ,1987-11,82.2,82.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -482 ,WOLF CREEK,PWR  ,WH 4LP (DRYAMB,3565,1285,1200,WCNOC,WH,1977-5 ,1985-6 ,1985-9 ,85.9,85.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -483 ,CALLAWAY-1,PWR  ,WH 4LP (DRYAMB,3565,1275,1215,AmerenUE,WH,1975-9 ,1984-10,1984-12,88.4,88.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -498 ,SOUTH TEXAS-1,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12,1988-3 ,1988-8 ,84.4,84.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -499 ,SOUTH TEXAS-2,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12,1989-4 ,1989-6 ,84.3,84.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -528 ,PALO VERDE-1,PWR  ,CE80 2LP (DRYA,3990,1414,1311,APS,CE,1976-5 ,1985-6 ,1986-1 ,82.2,82.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -529 ,PALO VERDE-2,PWR  ,CE80 2LP (DRYA,3990,1414,1314,APS,CE,1976-6 ,1986-5 ,1986-9 ,84.5,84.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -530 ,PALO VERDE-3,PWR  ,CE80 2LP (DRYA,3990,1414,1312,APS,CE,1976-6 ,1987-11,1988-1 ,86.3,86.5,-

Textbox27
"Note: Status as of 31 December 2020, 442 reactors (392612 MW(e)) were connected to the grid, including 4 units (3844MW(e)) in Taiwan, China."

Country2,Code2,Station2,Type2,Textbox43,ThermalPower2,Textbox39,Code3,Station3,Textbox71,Textbox75,Textbox95,Textbox79,Textbox91,Textbox87,Textbox22
"TAIWAN,CHINA",TW -3   ,KUOSHENG-1,BWR  ,BWR-6,2894,985,985,TPC,GE,1975-11,1981-5 ,1981-12,83.9,84.7,-
"TAIWAN,CHINA",TW -4   ,KUOSHENG-2,BWR  ,BWR-6,2894,985,985,TPC,GE,1976-3 ,1982-6 ,1983-3 ,83.3,84.3,-
"TAIWAN,CHINA",TW -5   ,MAANSHAN-1,PWR  ,WH 3LP (WE 312,2822,951,936,TPC,WH,1978-8 ,1984-5 ,1984-7 ,86.7,87.7,-
"TAIWAN,CHINA",TW -6   ,MAANSHAN-2,PWR  ,WH 3LP (WE 312,2822,951,938,TPC,WH,1979-2 ,1985-2 ,1985-5 ,86.2,87.4,-

Textbox21

