Country,Code,Name,Type,Model,ThermalPower,Gross,Net,Operator,Provider,EAF,UCF,Start,Connection,Operation,Shutdown,Construction_time,Online,current_num,ctime_y,ctime_start,color_type
FRANCE,FR -64  ,PENLY-2,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,82.3,83.6,1984-08-01,1992-02-01,1992-11-01 00:00:00,,2740,True,337,7.506849315068493,34.605479452054794,#377eb8
RUSSIA,RU -67  ,SMOLENSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,78.9,80.5,1984-05-01,1990-01-01,1990-10-01 00:00:00,,2071,True,476,5.673972602739726,34.35342465753425,#984ea3
RUSSIA,RU -99  ,BALAKOVO-4,PWR  ,VVER V-320,3200,1000,950,REA,AEM,80.5,83.7,1984-04-01,1993-04-01,1993-12-01 00:00:00,,3287,True,480,9.005479452054795,34.271232876712325,#377eb8
FRANCE,FR -62  ,CHOOZ B-1,PWR  ,N4 REP 1450,4270,1560,1500,EDF,FRAM,78.0,81.1,1984-01-01,1996-08-01,2000-05-01 00:00:00,,4596,True,335,12.591780821917808,34.02191780821918,#377eb8
SLOVAKIA,SK -6   ,MOCHOVCE-1,PWR  ,VVER V-213,1471,470,436,SE,ŠKODA ,86.9,88.5,1983-10-01,1998-07-01,1998-10-01 00:00:00,,5387,True,483,14.758904109589041,33.76986301369863,#377eb8
SLOVAKIA,SK -7   ,MOCHOVCE-2,PWR  ,VVER V-213,1471,501,469,SE,ŠKODA ,87.1,88.4,1983-10-01,1999-12-01,2000-04-01 00:00:00,,5905,True,484,16.17808219178082,33.76986301369863,#377eb8
FRANCE,FR -65  ,CATTENOM-4,PWR  ,P4 REP 1300,3817,1362,1300,EDF,FRAM,81.3,83.8,1983-09-01,1991-05-01,1992-01-01 00:00:00,,2799,True,338,7.668493150684932,33.68767123287671,#377eb8
"KOREA,REP.OF",KR -10  ,HANUL-2,PWR  ,France CPI,2775,1010,967,KHNP,FRAM,86.8,87.0,1983-07-01,1989-04-01,1989-09-01 00:00:00,,2101,True,409,5.756164383561644,33.51780821917808,#377eb8
ROMANIA,RO -2   ,CERNAVODA-2,PHWR ,CANDU 6,2180,705,650,SNN,AECL,94.1,95.0,1983-07-01,2007-08-01,2007-11-01 00:00:00,,8797,True,442,24.101369863013698,33.51780821917808,#f781bf
RUSSIA,RU -62  ,ROSTOV-2,PWR  ,VVER V-320,3200,1000,950,REA,AEM,89.3,89.6,1983-05-01,2010-03-01,2010-12-01 00:00:00,,9801,True,473,26.852054794520548,33.35068493150685,#377eb8
UKRAINE,UA -79  ,ZAPOROZHYE-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,72.9,75.2,1983-04-01,1987-12-01,1988-04-01 00:00:00,,1705,True,535,4.671232876712328,33.26849315068493,#377eb8
JAPAN,JP -36  ,HAMAOKA-3,BWR  ,BWR-5,3293,1100,1056,CHUBU,TOSHIBA,54.7,54.8,1983-04-01,1987-01-01,1987-08-01 00:00:00,,1371,True,384,3.756164383561644,33.26849315068493,#ff7f00
ROMANIA,RO -1   ,CERNAVODA-1,PHWR ,CANDU 6,2180,706,650,SNN,AECL,89.6,90.7,1983-03-01,1996-07-01,1996-12-01 00:00:00,,4871,True,441,13.345205479452055,33.18356164383562,#f781bf
"KOREA,REP.OF",KR -9   ,HANUL-1,PWR  ,France CPI,2775,1010,966,KHNP,FRAM,85.3,85.5,1983-01-01,1988-04-01,1988-09-01 00:00:00,,1917,True,432,5.252054794520548,33.02191780821918,#377eb8
JAPAN,JP -34  ,TSURUGA-2,PWR  ,M (4-loop),3411,1160,1108,JAPCO,MHI,55.6,55.7,1982-11-01,1986-06-01,1987-02-01 00:00:00,,1308,True,383,3.5835616438356164,32.85479452054795,#377eb8
GERMANY,DE -44  ,NECKARWESTHEIM-2,PWR  ,Konvoi,3850,1400,1310,EnKK,KWU,92.3,92.6,1982-11-01,1989-01-01,1989-04-01 00:00:00,,2253,True,348,6.1726027397260275,32.85479452054795,#377eb8
FRANCE,FR -61  ,GOLFECH-1,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,82.5,85.4,1982-11-01,1990-06-01,1991-02-01 00:00:00,,2769,True,334,7.586301369863014,32.85479452054795,#377eb8
RUSSIA,RU -98  ,BALAKOVO-3,PWR  ,VVER V-320,3000,1000,950,REA,AEM,76.2,79.1,1982-11-01,1988-12-01,1989-04-01 00:00:00,,2222,True,479,6.087671232876712,32.85479452054795,#377eb8
GERMANY,DE -31  ,ISAR-2,PWR  ,Konvoi,3950,1485,1410,PElektra,KWU,92.3,92.6,1982-09-01,1988-01-01,1988-04-01 00:00:00,,1948,True,345,5.336986301369863,32.68767123287671,#377eb8
FRANCE,FR -63  ,PENLY-1,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,80.7,82.1,1982-09-01,1990-05-01,1990-12-01 00:00:00,,2799,True,336,7.668493150684932,32.68767123287671,#377eb8
GERMANY,DE -33  ,EMSLAND,PWR  ,Konvoi,3850,1406,1335,KLE,KWU,93.3,93.5,1982-08-01,1988-04-01,1988-06-01 00:00:00,,2070,True,347,5.671232876712328,32.602739726027394,#377eb8
FRANCE,FR -60  ,CATTENOM-3,PWR  ,P4 REP 1300,3817,1362,1300,EDF,FRAM,79.2,81.4,1982-06-01,1990-07-01,1991-02-01 00:00:00,,2952,True,333,8.087671232876712,32.43561643835616,#377eb8
BULGARIA,BG -6   ,KOZLODUY-6,PWR  ,VVER V-320,3120,1040,1003,KOZNPP,AEE,78.7,80.5,1982-04-01,1991-08-01,1993-12-01 00:00:00,,3409,True,207,9.33972602739726,32.26849315068493,#377eb8
CANADA,CA -22  ,DARLINGTON-1,PHWR ,CANDU 850,2776,934,878,OPG,OH/AECL,85.5,86.5,1982-04-01,1990-12-01,1992-11-01 00:00:00,,3166,True,219,8.673972602739726,32.26849315068493,#f781bf
UKRAINE,UA -78  ,ZAPOROZHYE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,71.3,74.0,1982-04-01,1986-12-01,1987-03-01 00:00:00,,1705,True,534,4.671232876712328,32.26849315068493,#377eb8
RUSSIA,RU -31  ,KALININ-2,PWR  ,VVER V-338,3000,1000,950,REA,AEM,77.1,79.1,1982-02-01,1986-12-01,1987-03-01 00:00:00,,1764,True,463,4.832876712328767,32.106849315068494,#377eb8
FRANCE,FR -59  ,NOGENT-2,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,79.9,82.2,1982-01-01,1988-12-01,1989-05-01 00:00:00,,2526,True,332,6.920547945205479,32.02191780821918,#377eb8
"KOREA,REP.OF",KR -8   ,HANBIT-2,PWR  ,WH F,2787,1026,988,KHNP,WH,83.0,83.1,1981-12-01,1986-11-01,1987-06-01 00:00:00,,1796,True,431,4.920547945205479,31.936986301369863,#377eb8
UKRAINE,UA -40  ,KHMELNITSKI-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,71.7,72.8,1981-11-01,1987-12-01,1988-08-01 00:00:00,,2221,True,526,6.0849315068493155,31.854794520547944,#377eb8
JAPAN,JP -37  ,SENDAI-2,PWR  ,M (3-loop),2660,890,846,KYUSHU,MHI,72.3,72.3,1981-10-01,1985-04-01,1985-11-01 00:00:00,,1278,True,385,3.5013698630136987,31.76986301369863,#377eb8
CANADA,CA -23  ,DARLINGTON-2,PHWR ,CANDU 850,2776,934,878,OPG,OH/AECL,70.5,71.4,1981-09-01,1990-01-01,1990-10-01 00:00:00,,3044,True,220,8.33972602739726,31.687671232876713,#f781bf
RUSSIA,RU -59  ,ROSTOV-1,PWR  ,VVER V-320,3200,1000,950,REA,AEM,88.1,88.4,1981-09-01,2001-03-01,2001-12-01 00:00:00,,7121,True,472,19.50958904109589,31.687671232876713,#377eb8
RUSSIA,RU -97  ,BALAKOVO-2,PWR  ,VVER V-320,3000,1000,950,REA,AEM,73.6,76.0,1981-08-01,1987-10-01,1988-01-01 00:00:00,,2252,True,478,6.16986301369863,31.602739726027398,#377eb8
UKRAINE,UA -45  ,SOUTH UKRAINE-2,PWR  ,VVER V-338,3000,1000,950,NNEGC,PAA,64.8,67.1,1981-07-01,1985-01-01,1985-04-01 00:00:00,,1280,True,529,3.506849315068493,31.517808219178082,#377eb8
ARGENTINA,AR -3   ,ATUCHA-2,PHWR ,PHWR KWU,2160,745,693,NASA,SIEMENS,53.1,53.1,1981-07-01,2014-06-01,2016-05-01 00:00:00,,12023,True,194,32.93972602739726,31.517808219178082,#f781bf
"KOREA,REP.OF",KR -7   ,HANBIT-1,PWR  ,WH F,2787,1026,995,KHNP,WH,84.6,84.8,1981-06-01,1986-03-01,1986-08-01 00:00:00,,1734,True,430,4.750684931506849,31.435616438356163,#377eb8
JAPAN,JP -38  ,FUKUSHIMA-DAINI-4,BWR  ,,3293,1100,1067,TEPCO,HITACHI,,,1981-05-01,1986-12-01,1987-08-01 00:00:00,2019-09-01,2040,False,70,5.589041095890411,31.350684931506848,#ff7f00
RUSSIA,RU -39  ,KURSK-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,77.5,78.5,1981-05-01,1985-12-01,1986-02-01 00:00:00,,1675,True,471,4.589041095890411,31.350684931506848,#984ea3
FRANCE,FR -58  ,NOGENT-1,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,77.6,79.6,1981-05-01,1987-10-01,1988-02-01 00:00:00,,2344,True,331,6.421917808219178,31.350684931506848,#377eb8
JAPAN,JP -30  ,TAKAHAMA-4,PWR  ,M (3-loop),2660,870,830,KEPCO,MHI,72.1,72.2,1981-03-01,1984-11-01,1985-06-01 00:00:00,,1341,True,381,3.673972602739726,31.183561643835617,#377eb8
JAPAN,JP -35  ,FUKUSHIMA-DAINI-3,BWR  ,,3293,1100,1067,TEPCO,TOSHIBA,,,1981-03-01,1984-12-01,1985-06-01 00:00:00,2019-09-01,1371,False,69,3.756164383561644,31.183561643835617,#ff7f00
FRANCE,FR -57  ,CHINON B-4,PWR  ,CP2,2785,954,905,EDF,FRAM,78.3,80.2,1981-02-01,1987-11-01,1988-04-01 00:00:00,,2464,True,330,6.750684931506849,31.106849315068494,#377eb8
UKRAINE,UA -56  ,ZAPOROZHYE-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,68.4,70.9,1981-01-01,1985-07-01,1986-02-01 00:00:00,,1642,True,532,4.498630136986302,31.02191780821918,#377eb8
JAPAN,JP -29  ,TAKAHAMA-3,PWR  ,M (3-loop),2660,870,830,KEPCO,MHI,70.8,70.8,1980-12-01,1984-05-01,1985-01-01 00:00:00,,1247,True,380,3.4164383561643836,30.936986301369863,#377eb8
SPAIN,ES -16  ,VANDELLOS-2,PWR  ,WH 3LP,2941,1087,1045,ANAV,WH,82.3,83.3,1980-12-01,1987-12-01,1988-03-01 00:00:00,,2556,True,490,7.002739726027397,30.936986301369863,#377eb8
RUSSIA,RU -96  ,BALAKOVO-1,PWR  ,VVER V-320,3000,1000,950,REA,AEM,74.2,76.0,1980-12-01,1985-12-01,1986-05-01 00:00:00,,1826,True,477,5.002739726027397,30.936986301369863,#377eb8
FRANCE,FR -56  ,CHINON B-3,PWR  ,CP2,2785,954,905,EDF,FRAM,77.9,79.6,1980-10-01,1986-10-01,1987-03-01 00:00:00,,2191,True,329,6.002739726027397,30.76986301369863,#377eb8
UK,GB -22A ,HEYSHAM B-1,GCR  ,AGR,1550,680,620,EDF UK,NPC,80.1,80.7,1980-08-01,1988-07-01,1989-04-01 00:00:00,,2891,True,516,7.920547945205479,30.602739726027398,#4daf4a
FRANCE,FR -55  ,BELLEVILLE-2,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,77.1,78.9,1980-08-01,1988-07-01,1989-01-01 00:00:00,,2891,True,328,7.920547945205479,30.602739726027398,#377eb8
UK,GB -22B ,HEYSHAM B-2,GCR  ,AGR,1550,680,620,EDF UK,NPC,78.3,79.1,1980-08-01,1988-11-01,1989-04-01 00:00:00,,3014,True,517,8.257534246575343,30.602739726027398,#4daf4a
UK,GB -23A ,TORNESS-1,GCR  ,AGR,1623,682,595,EDF UK,NNC,78.0,79.6,1980-08-01,1988-05-01,1988-05-01 00:00:00,,2830,True,518,7.7534246575342465,30.602739726027398,#4daf4a
UK,GB -23B ,TORNESS-2,GCR  ,AGR,1623,682,605,EDF UK,NNC,77.3,78.4,1980-08-01,1989-02-01,1989-02-01 00:00:00,,3106,True,519,8.509589041095891,30.602739726027398,#4daf4a
JAPAN,JP -22  ,ONAGAWA-1,BWR  ,,1593,524,498,TOHOKU,TOSHIBA,,,1980-07-01,1983-11-01,1984-06-01 00:00:00,2018-12-01,1218,False,83,3.336986301369863,30.517808219178082,#ff7f00
BULGARIA,BG -5   ,KOZLODUY-5,PWR  ,VVER V-320,3000,1000,1003,KOZNPP,AEE,72.8,74.9,1980-07-01,1987-11-01,1988-12-01 00:00:00,,2679,True,206,7.33972602739726,30.517808219178082,#377eb8
FRANCE,FR -53  ,CATTENOM-2,PWR  ,P4 REP 1300,3817,1362,1300,EDF,FRAM,77.0,79.3,1980-07-01,1987-09-01,1988-02-01 00:00:00,,2618,True,326,7.1726027397260275,30.517808219178082,#377eb8
JAPAN,JP -33  ,KASHIWAZAKI KARIWA-1,BWR  ,BWR-5,3293,1100,1067,TEPCO,TOSHIBA,48.3,49.1,1980-06-01,1985-02-01,1985-09-01 00:00:00,,1706,True,382,4.673972602739726,30.435616438356163,#ff7f00
SWEDEN,SE -12  ,OSKARSHAMN-3,BWR  ,"AA-IV, BWR-300",3900,1450,1400,OKG,ABB ATOM,80.8,82.0,1980-05-01,1985-03-01,1985-08-01 00:00:00,,1765,True,497,4.835616438356165,30.350684931506848,#ff7f00
FRANCE,FR -47  ,FLAMANVILLE-2,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,73.1,75.1,1980-05-01,1986-07-01,1987-03-01 00:00:00,,2252,True,320,6.16986301369863,30.350684931506848,#377eb8
FRANCE,FR -54  ,BELLEVILLE-1,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,75.5,77.0,1980-05-01,1987-10-01,1988-06-01 00:00:00,,2709,True,327,7.421917808219178,30.350684931506848,#377eb8
UKRAINE,UA -54  ,ZAPOROZHYE-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,66.7,68.9,1980-04-01,1984-12-01,1985-12-01 00:00:00,,1705,True,531,4.671232876712328,30.268493150684932,#377eb8
"KOREA,REP.OF",KR -6   ,KORI-4,PWR  ,WH F,2912,1046,1012,KHNP,WH,84.2,84.6,1980-04-01,1985-12-01,1986-04-01 00:00:00,,2070,True,429,5.671232876712328,30.268493150684932,#377eb8
UKRAINE,UA -29  ,ROVNO-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,69.4,71.3,1980-02-01,1986-12-01,1987-05-01 00:00:00,,2495,True,525,6.835616438356165,30.104109589041094,#377eb8
FRANCE,FR -39  ,PALUEL-4,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,76.2,78.4,1980-02-01,1986-04-01,1986-06-01 00:00:00,,2251,True,312,6.167123287671233,30.104109589041094,#377eb8
JAPAN,JP -28  ,SENDAI-1,PWR  ,M (3-loop),2660,890,846,KYUSHU,MHI,71.2,71.2,1979-12-01,1983-09-01,1984-07-01 00:00:00,,1370,True,379,3.7534246575342465,29.934246575342467,#377eb8
FRANCE,FR -46  ,FLAMANVILLE-1,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,69.8,72.5,1979-12-01,1985-12-01,1986-12-01 00:00:00,,2192,True,319,6.005479452054795,29.934246575342467,#377eb8
HUNGARY,HU -3   ,PAKS-3,PWR  ,VVER V-213,1485,500,473,PAKS Zrt,AEE,87.1,87.5,1979-10-01,1986-09-01,1986-12-01 00:00:00,,2527,True,351,6.923287671232877,29.767123287671232,#377eb8
HUNGARY,HU -4   ,PAKS-4,PWR  ,VVER V-213,1485,500,473,PAKS Zrt,AEE,88.3,88.6,1979-10-01,1987-08-01,1987-11-01 00:00:00,,2861,True,352,7.838356164383562,29.767123287671232,#377eb8
"KOREA,REP.OF",KR -5   ,KORI-3,PWR  ,WH F,2912,1045,1011,KHNP,WH,82.8,83.1,1979-10-01,1985-01-01,1985-09-01 00:00:00,,1919,True,428,5.257534246575342,29.767123287671232,#377eb8
FRANCE,FR -52  ,GRAVELINES-6,PWR  ,CP1,2785,951,910,EDF,FRAM,78.7,80.3,1979-10-01,1985-08-01,1985-10-01 00:00:00,,2131,True,325,5.838356164383562,29.767123287671232,#377eb8
FRANCE,FR -51  ,GRAVELINES-5,PWR  ,CP1,2785,951,910,EDF,FRAM,76.6,78.3,1979-10-01,1984-08-01,1985-01-01 00:00:00,,1766,True,324,4.838356164383562,29.767123287671232,#377eb8
FRANCE,FR -50  ,CATTENOM-1,PWR  ,P4 REP 1300,3817,1362,1300,EDF,FRAM,73.3,75.1,1979-10-01,1986-11-01,1987-04-01 00:00:00,,2588,True,323,7.090410958904109,29.767123287671232,#377eb8
FRANCE,FR -45  ,CRUAS-4,PWR  ,CP2,2785,956,915,EDF,FRAM,75.7,78.2,1979-10-01,1984-10-01,1985-02-01 00:00:00,,1827,True,318,5.005479452054795,29.767123287671232,#377eb8
CANADA,CA -21  ,BRUCE-8,PHWR ,CANDU 750B,2690,872,817,BRUCEPOW,OH/AECL,83.6,84.5,1979-08-01,1987-03-01,1987-05-01 00:00:00,,2769,True,218,7.586301369863014,29.6,#f781bf
SPAIN,ES -11  ,TRILLO-1,PWR  ,PWR 3 loops,3010,1066,1003,CNAT,KWU,87.3,87.8,1979-08-01,1988-05-01,1988-08-01 00:00:00,,3196,True,489,8.756164383561643,29.6,#377eb8
FRANCE,FR -49  ,ST. ALBAN-2,PWR  ,P4 REP 1300,3817,1381,1335,EDF,FRAM,75.4,78.2,1979-07-01,1986-07-01,1987-03-01 00:00:00,,2557,True,322,7.005479452054795,29.515068493150686,#377eb8
CANADA,CA -20  ,BRUCE-7,PHWR ,CANDU 750B,2832,872,817,BRUCEPOW,OH/AECL,85.8,86.5,1979-05-01,1986-02-01,1986-04-01 00:00:00,,2468,True,217,6.761643835616439,29.34794520547945,#f781bf
JAPAN,JP -26  ,FUKUSHIMA-DAINI-2,BWR  ,,3293,1100,1067,TEPCO,HITACHI,,,1979-05-01,1983-06-01,1984-02-01 00:00:00,2019-09-01,1492,False,68,4.087671232876712,29.34794520547945,#ff7f00
UKRAINE,UA -43  ,CHERNOBYL-4,LWGR ,,3200,1000,925,MTE,FAEA,,,1979-04-01,1983-12-01,1984-03-01 00:00:00,1986-04-01,1705,False,150,4.671232876712328,29.265753424657536,#984ea3
FRANCE,FR -44  ,CRUAS-3,PWR  ,CP2,2785,956,915,EDF,FRAM,77.0,80.5,1979-04-01,1984-05-01,1984-09-01 00:00:00,,1857,True,317,5.087671232876712,29.265753424657536,#377eb8
CZECH REP.,CZ -8   ,DUKOVANY-3,PWR  ,VVER V-213,1444,500,468,CEZ,ŠKODA ,81.2,82.7,1979-03-01,1986-11-01,1986-12-01 00:00:00,,2802,True,281,7.676712328767123,29.18082191780822,#377eb8
CZECH REP.,CZ -9   ,DUKOVANY-4,PWR  ,VVER V-213,1444,500,471,CEZ,ŠKODA ,83.5,84.4,1979-03-01,1987-06-01,1987-07-01 00:00:00,,3014,True,282,8.257534246575343,29.18082191780822,#377eb8
FRANCE,FR -38  ,PALUEL-3,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,71.6,74.1,1979-02-01,1985-09-01,1986-02-01 00:00:00,,2404,True,311,6.586301369863014,29.104109589041094,#377eb8
"TAIWAN,CHINA",TW -6   ,MAANSHAN-2,PWR  ,WH 3LP (WE 312,2822,951,938,TPC,WH,86.2,87.4,1979-02-01,1985-02-01,1985-02-01 00:00:00,,2192,True,633,6.005479452054795,29.104109589041094,#377eb8
CZECH REP.,CZ -5   ,DUKOVANY-2,PWR  ,VVER V-213,1444,500,471,CEZ,ŠKODA ,81.6,82.5,1979-01-01,1986-01-01,1986-03-01 00:00:00,,2557,True,280,7.005479452054795,29.019178082191782,#377eb8
CZECH REP.,CZ -4   ,DUKOVANY-1,PWR  ,VVER V-213,1444,500,468,CEZ,ŠKODA ,83.0,83.9,1979-01-01,1985-02-01,1985-05-01 00:00:00,,2223,True,279,6.090410958904109,29.019178082191782,#377eb8
FRANCE,FR -48  ,ST. ALBAN-1,PWR  ,P4 REP 1300,3817,1381,1335,EDF,FRAM,74.7,77.1,1979-01-01,1985-08-01,1986-05-01 00:00:00,,2404,True,321,6.586301369863014,29.019178082191782,#377eb8
SWEDEN,SE -14  ,FORSMARK-3,BWR  ,"AA-IV, BWR-300",3300,1195,1172,FKA,ABB ATOM,85.4,87.5,1979-01-01,1985-03-01,1985-08-01 00:00:00,,2251,True,498,6.167123287671233,29.019178082191782,#ff7f00
BELGIUM,BE -7   ,DOEL-4,PWR  ,WH 3LP,2988,1090,1038,EBL+EDF,ACECOWEN,83.3,84.0,1978-12-01,1985-04-01,1985-07-01 00:00:00,,2313,True,202,6.336986301369863,28.934246575342467,#377eb8
BELGIUM,BE -8   ,TIHANGE-3,PWR  ,WH 3LP,3000,1089,1038,EBL,ACECOWEN,85.9,87.3,1978-11-01,1985-06-01,1985-09-01 00:00:00,,2404,True,203,6.586301369863014,28.852054794520548,#377eb8
FRANCE,FR -43  ,CRUAS-2,PWR  ,CP2,2785,956,915,EDF,FRAM,77.3,80.4,1978-11-01,1984-09-01,1985-04-01 00:00:00,,2131,True,316,5.838356164383562,28.852054794520548,#377eb8
"TAIWAN,CHINA",TW -5   ,MAANSHAN-1,PWR  ,WH 3LP (WE 312,2822,951,936,TPC,WH,86.7,87.7,1978-08-01,1984-05-01,1984-05-01 00:00:00,,2100,True,632,5.7534246575342465,28.6,#377eb8
FRANCE,FR -42  ,CRUAS-1,PWR  ,CP2,2785,956,915,EDF,FRAM,76.8,79.3,1978-08-01,1983-04-01,1984-04-01 00:00:00,,1704,True,315,4.668493150684932,28.6,#377eb8
JAPAN,JP -32  ,IKATA-2,PWR  ,,1650,566,538,SHIKOKU,MHI,,,1978-08-01,1981-08-01,1982-03-01 00:00:00,2018-05-01,1096,False,76,3.0027397260273974,28.6,#377eb8
CANADA,CA -18  ,BRUCE-5,PHWR ,CANDU 750B,2832,872,817,BRUCEPOW,OH/AECL,85.3,85.8,1978-06-01,1984-12-01,1985-03-01 00:00:00,,2375,True,215,6.506849315068493,28.432876712328767,#f781bf
FRANCE,FR -34  ,BLAYAIS-3,PWR  ,CP1,2785,951,910,EDF,FRAM,78.7,80.6,1978-04-01,1983-08-01,1983-11-01 00:00:00,,1948,True,307,5.336986301369863,28.265753424657536,#377eb8
RUSSIA,RU -38  ,KURSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,74.0,75.1,1978-04-01,1983-10-01,1984-03-01 00:00:00,,2009,True,470,5.504109589041096,28.265753424657536,#984ea3
FRANCE,FR -35  ,BLAYAIS-4,PWR  ,CP1,2785,951,910,EDF,FRAM,78.8,81.2,1978-04-01,1983-05-01,1983-10-01 00:00:00,,1856,True,308,5.0849315068493155,28.265753424657536,#377eb8
FRANCE,FR -37  ,PALUEL-2,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,66.9,68.9,1978-01-01,1984-09-01,1985-12-01 00:00:00,,2435,True,310,6.671232876712328,28.019178082191782,#377eb8
CANADA,CA -19  ,BRUCE-6,PHWR ,CANDU 750B,2690,891,817,BRUCEPOW,OH/AECL,81.2,81.8,1978-01-01,1984-06-01,1984-09-01 00:00:00,,2343,True,216,6.419178082191781,28.019178082191782,#f781bf
USA,US -400 ,HARRIS-1,PWR  ,WH 3LP (DRYAMB,2900,980,964,PROGRESS,WH,89.4,89.5,1978-01-01,1987-01-01,1987-05-01 00:00:00,,3287,True,604,9.005479452054795,28.019178082191782,#377eb8
LITHUANIA,LT -47  ,IGNALINA-2,LWGR ,,4800,1300,1185,INPP,MAEP,,,1978-01-01,1987-08-01,1987-12-01 00:00:00,2009-12-01,3499,False,91,9.586301369863014,28.019178082191782,#984ea3
"KOREA,REP.OF",KR -2   ,KORI-2,PWR  ,WH F,1882,681,640,KHNP,WH,84.1,84.5,1977-12-01,1983-04-01,1983-07-01 00:00:00,,1947,True,419,5.3342465753424655,27.934246575342467,#377eb8
INDIA,IN -8   ,NARORA-2,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,64.7,74.9,1977-11-01,1992-01-01,1992-07-01 00:00:00,,5174,True,373,14.175342465753424,27.852054794520548,#f781bf
"KOREA,REP.OF",KR -3   ,WOLSONG-1,PHWR ,,2061,683,661,KHNP,AECL,,,1977-10-01,1982-12-01,1983-04-01 00:00:00,2019-12-01,1887,False,89,5.16986301369863,27.767123287671232,#f781bf
FRANCE,FR -36  ,PALUEL-1,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,76.3,79.0,1977-08-01,1984-06-01,1985-12-01 00:00:00,,2496,True,309,6.838356164383562,27.6,#377eb8
GERMANY,DE -24  ,PHILIPPSBURG-2,PWR  ,,3950,1468,1402,EnKK,KWU,,,1977-07-01,1984-12-01,1985-04-01 00:00:00,2019-12-01,2710,False,49,7.424657534246576,27.515068493150686,#377eb8
USA,US -389 ,ST. LUCIE-2,PWR  ,CE 2LP (DRYAMB,3020,1050,987,FPL,CE,86.5,86.8,1977-06-01,1983-06-01,1983-08-01 00:00:00,,2191,True,599,6.002739726027397,27.432876712328767,#377eb8
MEXICO,MX -2   ,LAGUNA VERDE-2,BWR  ,BWR-5,2317,803,775,CFE,GE,83.1,84.1,1977-06-01,1994-11-01,1995-04-01 00:00:00,,6362,True,434,17.43013698630137,27.432876712328767,#ff7f00
USA,US -482 ,WOLF CREEK,PWR  ,WH 4LP (DRYAMB,3565,1285,1200,WCNOC,WH,85.9,85.9,1977-05-01,1985-06-01,1985-09-01 00:00:00,,2953,True,623,8.09041095890411,27.34794520547945,#377eb8
LITHUANIA,LT -46  ,IGNALINA-1,LWGR ,,4800,1300,1185,INPP,MAEP,,,1977-05-01,1983-12-01,1985-05-01 00:00:00,2004-12-01,2405,False,90,6.589041095890411,27.34794520547945,#984ea3
RUSSIA,RU -32  ,KOLA-3,PWR  ,VVER V-213,1375,440,411,REA,AEM,76.4,82.4,1977-04-01,1981-03-01,1982-12-01 00:00:00,,1430,True,464,3.9178082191780823,27.265753424657536,#377eb8
FRANCE,FR -40  ,CHINON B-1,PWR  ,CP2,2785,954,905,EDF,FRAM,76.4,78.3,1977-03-01,1982-11-01,1984-02-01 00:00:00,,2071,True,313,5.673972602739726,27.18082191780822,#377eb8
USA,US -458 ,RIVER BEND-1,BWR  ,BWR-6 (Mark 3),3091,1016,967,ENTERGY,GE,84.8,84.9,1977-03-01,1985-12-01,1986-06-01 00:00:00,,3197,True,621,8.758904109589041,27.18082191780822,#ff7f00
FRANCE,FR -41  ,CHINON B-2,PWR  ,CP2,2785,954,905,EDF,FRAM,76.7,78.7,1977-03-01,1983-11-01,1984-08-01 00:00:00,,2436,True,314,6.673972602739726,27.18082191780822,#377eb8
RUSSIA,RU -30  ,KALININ-1,PWR  ,VVER V-338,3000,1000,950,REA,AEM,74.1,74.8,1977-02-01,1984-05-01,1985-06-01 00:00:00,,2646,True,462,7.249315068493151,27.104109589041094,#377eb8
JAPAN,JP -27  ,GENKAI-2,PWR  ,,1650,559,529,KYUSHU,MHI,,,1977-02-01,1980-06-01,1981-03-01 00:00:00,2019-04-01,1216,False,72,3.3315068493150686,27.104109589041094,#377eb8
FRANCE,FR -32  ,BLAYAIS-1,PWR  ,CP1,2785,951,910,EDF,FRAM,76.5,79.4,1977-01-01,1981-06-01,1981-12-01 00:00:00,,1612,True,305,4.416438356164384,27.019178082191782,#377eb8
