Country,Code,Name,Type,Model,ThermalPower,Gross,Net,Operator,Provider,EAF,UCF,Start,Connection,Operation,Shutdown,Construction_time,Online,current_num,ctime_y,ctime_start,color_type
FRANCE,FR -33  ,BLAYAIS-2,PWR  ,CP1,2785,951,910,EDF,FRAM,80.4,82.5,1977-01-01,1982-07-01,1983-02-01 00:00:00,,2007,True,306,5.498630136986302,27.019178082191782,#377eb8
GERMANY,DE -506 ,GREIFSWALD-5,PWR  ,,1375,440,408,EWN,AEE,,,1976-12-01,1989-04-01,1989-11-01 00:00:00,1989-11-01,4504,False,35,12.33972602739726,26.934246575342467,#377eb8
SLOVAKIA,SK -13  ,BOHUNICE-3,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,81.4,84.7,1976-12-01,1984-08-01,1985-02-01 00:00:00,,2800,True,481,7.671232876712328,26.934246575342467,#377eb8
SLOVAKIA,SK -14  ,BOHUNICE-4,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,82.4,85.5,1976-12-01,1985-08-01,1985-12-01 00:00:00,,3165,True,482,8.67123287671233,26.934246575342467,#377eb8
INDIA,IN -7   ,NARORA-1,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,62.5,73.5,1976-12-01,1989-07-01,1991-01-01 00:00:00,,4595,True,372,12.58904109589041,26.934246575342467,#f781bf
FRANCE,FR -24  ,SUPER-PHENIX,FBR  ,,3000,1242,1200,EDF,ASPALDO,,,1976-12-01,1986-01-01,1986-12-01 00:00:00,1998-12-01,3318,False,25,9.09041095890411,26.934246575342467,#a65628
MEXICO,MX -1   ,LAGUNA VERDE-1,BWR  ,BWR-5,2317,805,777,CFE,GE,80.0,81.4,1976-10-01,1989-04-01,1990-07-01 00:00:00,,4565,True,433,12.506849315068493,26.767123287671232,#ff7f00
CANADA,CA -16  ,PICKERING-8,PHWR ,CANDU 500B,1744,540,516,OPG,OH/AECL,76.1,76.8,1976-09-01,1986-01-01,1986-02-01 00:00:00,,3409,True,213,9.33972602739726,26.684931506849313,#f781bf
UKRAINE,UA -44  ,SOUTH UKRAINE-1,PWR  ,VVER V-302,3000,1000,950,NNEGC,PAA,68.0,70.3,1976-08-01,1982-12-01,1983-12-01 00:00:00,,2313,True,528,6.336986301369863,26.6,#377eb8
USA,US -424 ,VOGTLE-1,PWR  ,WH 4LP (DRYAMB,3626,1229,1150,SOUTHERN,WH,91.4,91.5,1976-08-01,1987-03-01,1987-06-01 00:00:00,,3864,True,611,10.586301369863014,26.6,#377eb8
USA,US -425 ,VOGTLE-2,PWR  ,WH 4LP (DRYAMB,3626,1229,1152,SOUTHERN,WH,91.6,91.6,1976-08-01,1989-04-01,1989-05-01 00:00:00,,4626,True,612,12.673972602739726,26.6,#377eb8
RUSSIA,RU -33  ,KOLA-4,PWR  ,VVER V-213,1375,440,411,REA,AEM,76.5,82.3,1976-08-01,1984-10-01,1984-12-01 00:00:00,,2983,True,465,8.172602739726027,26.6,#377eb8
USA,US -443 ,SEABROOK-1,PWR  ,WH 4LP (DRYAMB,3648,1296,1246,NEXTERA,WH,88.9,88.9,1976-07-01,1990-05-01,1990-08-01 00:00:00,,5052,True,614,13.841095890410958,26.515068493150686,#377eb8
GERMANY,DE -28  ,GUNDREMMINGEN-C,BWR  ,BWR-72,3840,1344,1288,KGG,KWU,86.9,87.4,1976-07-01,1984-11-01,1985-01-01 00:00:00,,3045,True,344,8.342465753424657,26.515068493150686,#ff7f00
GERMANY,DE -26  ,GUNDREMMINGEN-B,BWR  ,,3840,1344,1284,KGG,KWU,,,1976-07-01,1984-03-01,1984-07-01 00:00:00,2017-12-01,2800,False,37,7.671232876712328,26.515068493150686,#ff7f00
SOUTH AFRICA,ZA -2   ,KOEBERG-2,PWR  ,CP1,2775,970,930,ESKOM,FRAM,73.5,79.5,1976-07-01,1985-07-01,1985-11-01 00:00:00,,3287,True,487,9.005479452054795,26.515068493150686,#377eb8
SOUTH AFRICA,ZA -1   ,KOEBERG-1,PWR  ,CP1,2775,970,930,ESKOM,FRAM,74.0,77.3,1976-07-01,1984-04-01,1984-07-01 00:00:00,,2831,True,486,7.756164383561644,26.515068493150686,#377eb8
FRANCE,FR -23  ,ST. LAURENT B-2,PWR  ,CP2,2785,956,915,EDF,FRAM,75.3,77.7,1976-07-01,1981-06-01,1983-08-01 00:00:00,,1796,True,297,4.920547945205479,26.515068493150686,#377eb8
USA,US -529 ,PALO VERDE-2,PWR  ,CE80 2LP (DRYA,3990,1414,1314,APS,CE,84.5,84.5,1976-06-01,1986-05-01,1986-09-01 00:00:00,,3621,True,628,9.92054794520548,26.432876712328767,#377eb8
USA,US -530 ,PALO VERDE-3,PWR  ,CE80 2LP (DRYA,3990,1414,1312,APS,CE,86.3,86.5,1976-06-01,1987-11-01,1988-01-01 00:00:00,,4170,True,629,11.424657534246576,26.432876712328767,#377eb8
GERMANY,DE -27  ,GROHNDE,PWR  ,PWR,3900,1430,1360,PElektra,KWU,90.3,90.8,1976-06-01,1984-09-01,1985-02-01 00:00:00,,3014,True,343,8.257534246575343,26.432876712328767,#377eb8
RUSSIA,RU -24  ,SMOLENSK-2,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,75.7,77.6,1976-06-01,1985-05-01,1985-07-01 00:00:00,,3256,True,461,8.92054794520548,26.432876712328767,#984ea3
USA,US -528 ,PALO VERDE-1,PWR  ,CE80 2LP (DRYA,3990,1414,1311,APS,CE,82.2,82.3,1976-05-01,1985-06-01,1986-01-01 00:00:00,,3318,True,627,9.09041095890411,26.34794520547945,#377eb8
FRANCE,FR -17  ,ST. LAURENT B-1,PWR  ,CP2,2785,956,915,EDF,FRAM,75.9,78.1,1976-05-01,1981-01-01,1983-08-01 00:00:00,,1706,True,291,4.673972602739726,26.34794520547945,#377eb8
BELGIUM,BE -6   ,TIHANGE-2,PWR  ,WH 3LP,3064,1055,1008,EBL,FRAMACEC,79.7,80.6,1976-04-01,1982-10-01,1983-06-01 00:00:00,,2374,True,201,6.504109589041096,26.265753424657536,#377eb8
FRANCE,FR -28  ,GRAVELINES-4,PWR  ,CP1,2785,951,910,EDF,FRAM,78.7,80.2,1976-04-01,1981-06-01,1981-10-01 00:00:00,,1887,True,301,5.16986301369863,26.265753424657536,#377eb8
CANADA,CA -15  ,PICKERING-7,PHWR ,CANDU 500B,1744,540,516,OPG,OH/AECL,78.4,79.0,1976-03-01,1984-11-01,1985-01-01 00:00:00,,3167,True,212,8.676712328767124,26.18082191780822,#f781bf
USA,US -354 ,HOPE CREEK-1,BWR  ,BWR-4 (Mark 1),3840,1240,1172,PSEG,GE,88.6,88.6,1976-03-01,1986-08-01,1986-12-01 00:00:00,,3805,True,588,10.424657534246576,26.18082191780822,#ff7f00
"TAIWAN,CHINA",TW -4   ,KUOSHENG-2,BWR  ,BWR-6,2894,985,985,TPC,GE,83.3,84.3,1976-03-01,1982-06-01,1982-06-01 00:00:00,,2283,True,631,6.254794520547946,26.18082191780822,#ff7f00
UKRAINE,UA -42  ,CHERNOBYL-3,LWGR ,,3200,1000,925,MTE,FAEA,,,1976-03-01,1981-12-01,1982-06-01 00:00:00,2000-12-01,2101,False,149,5.756164383561644,26.18082191780822,#984ea3
JAPAN,JP -25  ,FUKUSHIMA-DAINI-1,BWR  ,,3293,1100,1067,TEPCO,TOSHIBA,,,1976-03-01,1981-07-01,1982-04-01 00:00:00,2019-09-01,1948,False,67,5.336986301369863,26.18082191780822,#ff7f00
BRAZIL,BR -2   ,ANGRA-2,PWR  ,PRE KONVOI,3764,1350,1275,ELETROBR,KWU,87.0,88.2,1976-01-01,2000-07-01,2001-02-01 00:00:00,,8948,True,205,24.515068493150686,26.016438356164382,#377eb8
GERMANY,DE -32  ,BROKDORF,PWR  ,PWR,3900,1480,1410,PElektra,KWU,88.4,88.6,1976-01-01,1986-10-01,1986-12-01 00:00:00,,3926,True,346,10.756164383561643,26.016438356164382,#377eb8
FRANCE,FR -27  ,GRAVELINES-3,PWR  ,CP1,2785,951,910,EDF,FRAM,77.3,78.8,1975-12-01,1980-12-01,1981-06-01 00:00:00,,1827,True,300,5.005479452054795,25.931506849315067,#377eb8
FRANCE,FR -31  ,DAMPIERRE-4,PWR  ,CP1,2785,937,890,EDF,FRAM,75.5,77.9,1975-12-01,1981-08-01,1981-11-01 00:00:00,,2070,True,304,5.671232876712328,25.931506849315067,#377eb8
USA,US -498 ,SOUTH TEXAS-1,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,84.4,84.4,1975-12-01,1988-03-01,1988-08-01 00:00:00,,4474,True,625,12.257534246575343,25.931506849315067,#377eb8
USA,US -499 ,SOUTH TEXAS-2,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,84.3,84.3,1975-12-01,1989-04-01,1989-06-01 00:00:00,,4870,True,626,13.342465753424657,25.931506849315067,#377eb8
"TAIWAN,CHINA",TW -3   ,KUOSHENG-1,BWR  ,BWR-6,2894,985,985,TPC,GE,83.9,84.7,1975-11-01,1981-05-01,1981-05-01 00:00:00,,2008,True,630,5.501369863013698,25.84931506849315,#ff7f00
FINLAND,FI -4   ,OLKILUOTO-2,BWR  ,"AA-III, BWR-25",2500,920,890,TVO,ASEASTAL,93.1,93.7,1975-11-01,1980-02-01,1982-07-01 00:00:00,,1553,True,286,4.254794520547946,25.84931506849315,#ff7f00
RUSSIA,RU -23  ,SMOLENSK-1,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,73.9,75.6,1975-10-01,1982-12-01,1983-09-01 00:00:00,,2618,True,460,7.1726027397260275,25.764383561643836,#984ea3
CANADA,CA -14  ,PICKERING-6,PHWR ,CANDU 500B,1744,540,516,OPG,OH/AECL,78.2,78.9,1975-10-01,1983-11-01,1984-02-01 00:00:00,,2953,True,211,8.09041095890411,25.764383561643836,#f781bf
USA,US -461 ,CLINTON-1,BWR  ,BWR-6 (Mark 3),3473,1098,1062,EXELON,GE,82.2,82.2,1975-10-01,1987-04-01,1987-11-01 00:00:00,,4200,True,622,11.506849315068493,25.764383561643836,#ff7f00
SPAIN,ES -10  ,COFRENTES,BWR  ,BWR-6 (Mark 3),3237,1102,1064,ID,GE,87.4,88.4,1975-09-01,1984-10-01,1985-03-01 00:00:00,,3318,True,488,9.09041095890411,25.682191780821917,#ff7f00
USA,US -483 ,CALLAWAY-1,PWR  ,WH 4LP (DRYAMB,3565,1275,1215,AmerenUE,WH,88.4,88.4,1975-09-01,1984-10-01,1984-12-01 00:00:00,,3318,True,624,9.09041095890411,25.682191780821917,#377eb8
FRANCE,FR -30  ,DAMPIERRE-3,PWR  ,CP1,2785,937,890,EDF,FRAM,78.0,79.8,1975-09-01,1981-01-01,1981-05-01 00:00:00,,1949,True,303,5.33972602739726,25.682191780821917,#377eb8
USA,US -456 ,BRAIDWOOD-1,PWR  ,WH 4LP (DRYAMB,3645,1270,1194,EXELON,WH,90.5,90.5,1975-08-01,1987-07-01,1988-07-01 00:00:00,,4352,True,619,11.923287671232877,25.5972602739726,#377eb8
USA,US -410 ,NINE MILE POINT-2,BWR  ,BWR-5 (Mark 2),3988,1320,1277,EXELON,GE,87.2,87.2,1975-08-01,1987-08-01,1988-03-01 00:00:00,,4383,True,605,12.008219178082191,25.5972602739726,#ff7f00
USA,US -457 ,BRAIDWOOD-2,PWR  ,WH 4LP (DRYAMB,3645,1230,1160,EXELON,WH,92.4,92.4,1975-08-01,1988-05-01,1988-10-01 00:00:00,,4657,True,620,12.758904109589041,25.5972602739726,#377eb8
ARMENIA,AM -19  ,ARMENIAN-2,PWR  ,VVER V-270,1375,451,415,ANPPCJSC,FAEA,65.6,67.7,1975-07-01,1980-01-01,1980-05-01 00:00:00,,1645,True,195,4.506849315068493,25.512328767123286,#377eb8
FRANCE,FR -26  ,TRICASTIN-4,PWR  ,CP1,2785,955,915,EDF,FRAM,78.6,81.2,1975-05-01,1981-06-01,1981-11-01 00:00:00,,2223,True,299,6.090410958904109,25.345205479452055,#377eb8
CANADA,CA -17  ,POINT LEPREAU,PHWR ,CANDU 6,2180,705,660,NBEPC,AECL,72.3,73.1,1975-05-01,1982-09-01,1983-02-01 00:00:00,,2680,True,214,7.342465753424658,25.345205479452055,#f781bf
"IRAN,ISL.REP",IR -1   ,BUSHEHR-1,PWR  ,VVER V-446,3000,1000,915,NPPDCO,JSC ASE,71.7,72.1,1975-05-01,2011-09-01,2013-09-01 00:00:00,,13272,True,375,36.36164383561644,25.345205479452055,#377eb8
FRANCE,FR -25  ,TRICASTIN-3,PWR  ,CP1,2785,955,915,EDF,FRAM,76.7,80.3,1975-04-01,1981-02-01,1981-05-01 00:00:00,,2133,True,298,5.843835616438356,25.263013698630136,#377eb8
FRANCE,FR -29  ,DAMPIERRE-2,PWR  ,CP1,2785,937,890,EDF,FRAM,77.0,78.7,1975-04-01,1980-12-01,1981-02-01 00:00:00,,2071,True,302,5.673972602739726,25.263013698630136,#377eb8
USA,US -454 ,BYRON-1,PWR  ,WH 4LP (DRYAMB,3645,1242,1164,EXELON,WH,90.1,90.1,1975-04-01,1985-03-01,1985-09-01 00:00:00,,3622,True,617,9.923287671232877,25.263013698630136,#377eb8
USA,US -455 ,BYRON-2,PWR  ,WH 4LP (DRYAMB,3645,1210,1136,EXELON,WH,93.1,93.1,1975-04-01,1987-02-01,1987-08-01 00:00:00,,4324,True,618,11.846575342465753,25.263013698630136,#377eb8
SPAIN,ES -9   ,ASCO-2,PWR  ,WH 3LP,2941,1027,997,ANAV,WH,87.3,88.2,1975-03-01,1985-10-01,1986-03-01 00:00:00,,3867,True,494,10.594520547945205,25.17808219178082,#377eb8
SLOVENIA,SI -1   ,KRSKO,PWR  ,WH 2LP,1994,727,688,NEK,WH,86.4,87.4,1975-03-01,1981-10-01,1983-01-01 00:00:00,,2406,True,485,6.5917808219178085,25.17808219178082,#377eb8
FRANCE,FR -21  ,GRAVELINES-2,PWR  ,CP1,2785,951,910,EDF,FRAM,77.2,79.5,1975-03-01,1980-08-01,1980-12-01 00:00:00,,1980,True,295,5.424657534246576,25.17808219178082,#377eb8
FRANCE,FR -20  ,GRAVELINES-1,PWR  ,CP1,2785,951,910,EDF,FRAM,74.5,76.4,1975-02-01,1980-03-01,1980-11-01 00:00:00,,1855,True,294,5.082191780821918,25.101369863013698,#377eb8
RUSSIA,RU -35  ,LENINGRAD-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,74.9,75.8,1975-02-01,1981-02-01,1981-08-01 00:00:00,,2192,True,467,6.005479452054795,25.101369863013698,#984ea3
FRANCE,FR -22  ,DAMPIERRE-1,PWR  ,CP1,2785,937,890,EDF,FRAM,76.0,78.5,1975-02-01,1980-03-01,1980-09-01 00:00:00,,1855,True,296,5.082191780821918,25.101369863013698,#377eb8
GERMANY,DE -22  ,MUELHEIM-KAERLICH,PWR  ,,3760,1302,1219,KGG,BBR,,,1975-01-01,1986-03-01,1987-08-01 00:00:00,1988-09-01,4077,False,43,11.169863013698631,25.016438356164382,#377eb8
GERMANY,DE -23  ,GRAFENRHEINFELD,PWR  ,,3765,1345,1275,E.ON,KWU,,,1975-01-01,1981-12-01,1982-06-01 00:00:00,2015-06-01,2526,False,30,6.920547945205479,25.016438356164382,#377eb8
SWEDEN,SE -11  ,FORSMARK-2,BWR  ,"AA-III, BWR-25",3253,1157,1118,FKA,ABB ATOM,82.6,84.5,1975-01-01,1981-01-01,1981-07-01 00:00:00,,2192,True,496,6.005479452054795,25.016438356164382,#ff7f00
BELGIUM,BE -5   ,DOEL-3,PWR  ,WH 3LP,3054,1056,1006,EBL+EDF,FRAMACEC,78.5,79.5,1975-01-01,1982-06-01,1982-10-01 00:00:00,,2708,True,200,7.419178082191781,25.016438356164382,#377eb8
USA,US -445 ,COMANCHE PEAK-1,PWR  ,WH 4LP (DRYAMB,3612,1259,1205,LUMINANT,WH,90.6,90.6,1974-12-01,1990-04-01,1990-08-01 00:00:00,,5600,True,615,15.342465753424657,24.931506849315067,#377eb8
USA,US -446 ,COMANCHE PEAK-2,PWR  ,WH 4LP (DRYAMB,3612,1250,1195,LUMINANT,WH,91.4,91.4,1974-12-01,1993-04-01,1993-08-01 00:00:00,,6696,True,616,18.345205479452055,24.931506849315067,#377eb8
FRANCE,FR -19  ,TRICASTIN-2,PWR  ,CP1,2785,955,915,EDF,FRAM,75.6,79.1,1974-12-01,1980-08-01,1980-12-01 00:00:00,,2070,True,293,5.671232876712328,24.931506849315067,#377eb8
CANADA,CA -13  ,PICKERING-5,PHWR ,CANDU 500B,1744,540,516,OPG,OH/AECL,74.7,75.4,1974-11-01,1982-12-01,1983-05-01 00:00:00,,2952,True,210,8.087671232876712,24.84931506849315,#f781bf
USA,US -382 ,WATERFORD-3,PWR  ,CE 2LP (DRYAMB,3716,1250,1168,ENTERGY,CE,87.5,87.7,1974-11-01,1985-03-01,1985-09-01 00:00:00,,3773,True,596,10.336986301369864,24.84931506849315,#377eb8
FRANCE,FR -18  ,TRICASTIN-1,PWR  ,CP1,2785,955,915,EDF,FRAM,75.1,77.9,1974-11-01,1980-05-01,1980-12-01 00:00:00,,2008,True,292,5.501369863013698,24.84931506849315,#377eb8
USA,US -440 ,PERRY-1,BWR  ,BWR-6 (Mark 3),3758,1303,1240,FENOC,GE,84.2,84.2,1974-10-01,1986-12-01,1987-11-01 00:00:00,,4444,True,613,12.175342465753424,24.764383561643836,#ff7f00
GERMANY,DE -8   ,KNK II,FBR  ,,58,21,17,KBG,IA,,,1974-09-01,1978-04-01,1979-03-01 00:00:00,1991-08-01,1308,False,40,3.5835616438356164,24.682191780821917,#a65628
USA,US -423 ,MILLSTONE-3,PWR  ,WH 4LP (DRYSUB,3650,1280,1210,DOMINION,WH,81.0,81.1,1974-08-01,1986-02-01,1986-04-01 00:00:00,,4202,True,610,11.512328767123288,24.5972602739726,#377eb8
HUNGARY,HU -2   ,PAKS-2,PWR  ,VVER V-213,1485,500,477,PAKS Zrt,AEE,82.8,83.0,1974-08-01,1984-09-01,1984-11-01 00:00:00,,3684,True,350,10.093150684931507,24.5972602739726,#377eb8
HUNGARY,HU -1   ,PAKS-1,PWR  ,VVER V-213,1485,500,479,PAKS Zrt,AEE,86.8,86.9,1974-08-01,1982-12-01,1983-08-01 00:00:00,,3044,True,349,8.33972602739726,24.5972602739726,#377eb8
FRANCE,FR -16  ,BUGEY-5,PWR  ,CP0,2785,917,880,EDF,FRAM,72.9,75.2,1974-07-01,1979-07-01,1980-01-01 00:00:00,,1826,True,290,5.002739726027397,24.512328767123286,#377eb8
FRANCE,FR -15  ,BUGEY-4,PWR  ,CP0,2785,917,880,EDF,FRAM,74.9,76.9,1974-06-01,1979-03-01,1979-07-01 00:00:00,,1734,True,289,4.750684931506849,24.43013698630137,#377eb8
JAPAN,JP -24  ,HAMAOKA-2,BWR  ,,2436,840,806,CHUBU,TOSHIBA,,,1974-06-01,1978-05-01,1978-11-01 00:00:00,2009-01-01,1430,False,74,3.9178082191780823,24.43013698630137,#ff7f00
USA,US -352 ,LIMERICK-1,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,91.6,91.6,1974-06-01,1985-04-01,1986-02-01 00:00:00,,3957,True,586,10.841095890410958,24.43013698630137,#ff7f00
USA,US -353 ,LIMERICK-2,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,93.8,93.8,1974-06-01,1989-09-01,1990-01-01 00:00:00,,5571,True,587,15.263013698630138,24.43013698630137,#ff7f00
USA,US -414 ,CATAWBA-2,PWR  ,WH 4LP (ICECND,3411,1188,1150,DUKEENER,WH,88.1,88.1,1974-05-01,1986-05-01,1986-08-01 00:00:00,,4383,True,608,12.008219178082191,24.345205479452055,#377eb8
USA,US -416 ,GRAND GULF-1,BWR  ,BWR-6 (Mark 3),4408,1500,1401,ENTERGY,GE,84.0,84.2,1974-05-01,1984-10-01,1985-07-01 00:00:00,,3806,True,609,10.427397260273972,24.345205479452055,#ff7f00
SPAIN,ES -8   ,ASCO-1,PWR  ,WH 3LP,2941,1033,995,ANAV,WH,85.6,86.2,1974-05-01,1983-08-01,1984-12-01 00:00:00,,3379,True,493,9.257534246575343,24.345205479452055,#377eb8
USA,US -413 ,CATAWBA-1,PWR  ,WH 4LP (ICECND,3411,1188,1160,DUKEENER,WH,87.0,87.0,1974-05-01,1985-01-01,1985-06-01 00:00:00,,3898,True,607,10.67945205479452,24.345205479452055,#377eb8
USA,US -412 ,BEAVER VALLEY-2,PWR  ,WH 3LP (DRYSUB,2900,958,905,FENOC,WH,88.8,88.8,1974-05-01,1987-08-01,1987-11-01 00:00:00,,4840,True,606,13.26027397260274,24.345205479452055,#377eb8
ARGENTINA,AR -2   ,EMBALSE,PHWR ,CANDU 6,2064,656,608,NASA,AECL,78.6,78.9,1974-04-01,1983-04-01,1984-01-01 00:00:00,,3287,True,193,9.005479452054795,24.263013698630136,#f781bf
GERMANY,DE -20  ,KRUEMMEL,BWR  ,,3690,1402,1346,KKK,KWU,,,1974-04-01,1983-09-01,1984-03-01 00:00:00,2011-08-01,3440,False,41,9.424657534246576,24.263013698630136,#ff7f00
CANADA,CA -12  ,GENTILLY-2,PHWR ,,2156,675,635,HQ,AECL,,,1974-04-01,1982-12-01,1983-10-01 00:00:00,2012-12-01,3166,False,8,8.673972602739726,24.263013698630136,#f781bf
USA,US -362 ,SAN ONOFRE-3,PWR  ,,3438,1127,1080,SCE,CE,,,1974-03-01,1983-09-01,1984-04-01 00:00:00,2013-06-01,3471,False,179,9.509589041095891,24.17808219178082,#377eb8
RUSSIA,RU -20  ,NOVOVORONEZH-5,PWR  ,VVER V-187,3000,1000,950,REA,AEM,66.5,67.3,1974-03-01,1980-05-01,1981-02-01 00:00:00,,2253,True,457,6.1726027397260275,24.17808219178082,#377eb8
USA,US -361 ,SAN ONOFRE-2,PWR  ,,3438,1127,1070,SCE,CE,,,1974-03-01,1982-09-01,1983-08-01 00:00:00,2013-06-01,3106,False,178,8.509589041095891,24.17808219178082,#377eb8
FINLAND,FI -3   ,OLKILUOTO-1,BWR  ,"AA-III, BWR-25",2500,920,890,TVO,ASEASTAL,92.7,93.2,1974-02-01,1978-09-01,1979-10-01 00:00:00,,1673,True,285,4.583561643835616,24.101369863013698,#ff7f00
SWITZERLAND,CH -5   ,LEIBSTADT,BWR  ,BWR-6,3600,1275,1220,KKL,GETSCO,83.1,84.7,1974-01-01,1984-05-01,1984-12-01 00:00:00,,3773,True,504,10.336986301369864,24.016438356164382,#ff7f00
SWITZERLAND,CH -4   ,GOESGEN,PWR  ,PWR 3 Loop,3002,1060,1010,KKG,KWU,89.0,89.8,1973-12-01,1979-02-01,1979-11-01 00:00:00,,1888,True,503,5.1726027397260275,23.931506849315067,#377eb8
"TAIWAN,CHINA",TW -2   ,CHINSHAN-2,BWR  ,,1840,636,604,TPC,GE,,,1973-12-01,1978-12-01,1979-07-01 00:00:00,2019-07-01,1826,False,191,5.002739726027397,23.931506849315067,#ff7f00
RUSSIA,RU -34  ,LENINGRAD-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,73.4,74.3,1973-12-01,1979-12-01,1980-06-01 00:00:00,,2191,True,466,6.002739726027397,23.931506849315067,#984ea3
USA,US -387 ,SUSQUEHANNA-1,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,85.5,85.5,1973-11-01,1982-11-01,1983-06-01 00:00:00,,3287,True,597,9.005479452054795,23.84931506849315,#ff7f00
USA,US -388 ,SUSQUEHANNA-2,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,88.7,88.7,1973-11-01,1984-07-01,1985-02-01 00:00:00,,3895,True,598,10.67123287671233,23.84931506849315,#ff7f00
SWEDEN,SE -10  ,RINGHALS-4,PWR  ,WH 3LP,3300,1171,1130,RAB,WH,83.1,85.4,1973-11-01,1982-06-01,1983-11-01 00:00:00,,3134,True,495,8.586301369863014,23.84931506849315,#377eb8
BULGARIA,BG -4   ,KOZLODUY-4,PWR  ,,1375,440,408,KOZNPP,AEE,,,1973-10-01,1982-05-01,1982-06-01 00:00:00,2006-12-01,3134,False,5,8.586301369863014,23.764383561643836,#377eb8
BULGARIA,BG -3   ,KOZLODUY-3,PWR  ,,1375,440,408,KOZNPP,AEE,,,1973-10-01,1980-12-01,,2006-12-01,2618,False,4,7.1726027397260275,23.764383561643836,#377eb8
JAPAN,JP -21  ,TOKAI-2,BWR  ,BWR-5,3293,1100,1060,JAPCO,GE,55.7,56.3,1973-10-01,1978-03-01,1978-11-01 00:00:00,,1612,True,378,4.416438356164384,23.764383561643836,#ff7f00
UKRAINE,UA -28  ,ROVNO-2,PWR  ,VVER V-213,1375,415,376,NNEGC,PAIP,80.4,81.3,1973-10-01,1981-12-01,1982-07-01 00:00:00,,2983,True,524,8.172602739726027,23.764383561643836,#377eb8
JAPAN,JP -18  ,FUKUSHIMA-DAIICHI-6,BWR  ,,3293,1100,1067,TEPCO,GE/T,,,1973-10-01,1979-05-01,1979-10-01 00:00:00,2013-12-01,2038,False,66,5.583561643835616,23.764383561643836,#ff7f00
USA,US -374 ,LASALLE-2,BWR  ,BWR-5 (Mark 2),3546,1207,1140,EXELON,GE,81.7,81.7,1973-09-01,1984-04-01,1984-10-01 00:00:00,,3865,True,595,10.58904109589041,23.682191780821917,#ff7f00
JAPAN,JP -23  ,IKATA-1,PWR  ,,1650,566,538,SHIKOKU,MHI,,,1973-09-01,1977-02-01,1977-09-01 00:00:00,2016-05-01,1249,False,75,3.421917808219178,23.682191780821917,#377eb8
USA,US -391 ,WATTS BAR-2,PWR  ,WH 4LP (ICECND,3411,1218,1164,TVA,WH,82.6,82.6,1973-09-01,2016-06-01,2016-10-01 00:00:00,,15614,True,601,42.778082191780825,23.682191780821917,#377eb8
FRANCE,FR -14  ,BUGEY-3,PWR  ,CP0,2785,945,910,EDF,FRAM,70.7,73.2,1973-09-01,1978-09-01,1979-03-01 00:00:00,,1826,True,288,5.002739726027397,23.682191780821917,#377eb8
USA,US -373 ,LASALLE-1,BWR  ,BWR-5 (Mark 2),3546,1207,1137,EXELON,GE,82.1,82.1,1973-09-01,1982-09-01,1984-01-01 00:00:00,,3287,True,594,9.005479452054795,23.682191780821917,#ff7f00
UKRAINE,UA -27  ,ROVNO-1,PWR  ,VVER V-213,1375,420,381,NNEGC,PAIP,79.1,79.7,1973-08-01,1980-12-01,1981-09-01 00:00:00,,2679,True,523,7.33972602739726,23.5972602739726,#377eb8
SPAIN,ES -7   ,ALMARAZ-2,PWR  ,WH 3LP,2947,1044,1006,CNAT,WH,87.7,88.8,1973-07-01,1983-10-01,1984-07-01 00:00:00,,3744,True,492,10.257534246575343,23.512328767123286,#377eb8
SPAIN,ES -6   ,ALMARAZ-1,PWR  ,WH 3LP,2947,1049,1011,CNAT,WH,86.0,87.0,1973-07-01,1981-05-01,1983-09-01 00:00:00,,2861,True,491,7.838356164383562,23.512328767123286,#377eb8
USA,US -390 ,WATTS BAR-1,PWR  ,WH 4LP (ICECND,3459,1210,1157,TVA,WH,90.0,90.1,1973-07-01,1996-02-01,1996-05-01 00:00:00,,8250,True,600,22.602739726027398,23.512328767123286,#377eb8
SWEDEN,SE -9   ,FORSMARK-1,BWR  ,"AA-III, BWR-25",2927,1027,990,FKA,ABB ATOM,84.4,86.4,1973-06-01,1980-06-01,1980-12-01 00:00:00,,2557,True,500,7.005479452054795,23.43013698630137,#ff7f00
USA,US -395 ,SUMMER-1,PWR  ,WH 3LP (DRYAMB,2900,1006,973,SCE&G,WH,86.1,86.1,1973-03-01,1982-11-01,1984-01-01 00:00:00,,3532,True,602,9.676712328767124,23.17808219178082,#377eb8
