Country,Code,Name,Type,Model,ThermalPower,Gross,Net,Operator,Provider,EAF,UCF,Start,Connection,Operation,Shutdown,Construction_time,Online
USA,US -353 ,LIMERICK-2,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,93.8,93.8,1974-06-01,1989-09-01,1990-01-01 00:00:00,,5571,True
USA,US -354 ,HOPE CREEK-1,BWR  ,BWR-4 (Mark 1),3840,1240,1172,PSEG,GE,88.6,88.6,1976-03-01,1986-08-01,1986-12-01 00:00:00,,3805,True
USA,US -364 ,FARLEY-2,PWR  ,WH 3LP (DRYAMB,2775,928,883,SOUTHERN,WH,89.1,89.1,1970-10-01,1981-05-01,1981-07-01 00:00:00,,3865,True
USA,US -366 ,HATCH-2,BWR  ,BWR-4 (Mark 1),2804,921,883,SOUTHERN,GE,85.4,85.4,1972-02-01,1978-09-01,1979-09-01 00:00:00,,2404,True
USA,US -368 ,ANO-2,PWR  ,CE 2LP (DRYAMB,3026,1065,988,ENTERGY,CE,84.1,84.3,1968-12-01,1978-12-01,1980-03-01 00:00:00,,3652,True
USA,US -369 ,MCGUIRE-1,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,83.8,84.1,1971-04-01,1981-09-01,1981-12-01 00:00:00,,3806,True
USA,US -370 ,MCGUIRE-2,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,87.0,87.0,1971-04-01,1983-05-01,1984-03-01 00:00:00,,4413,True
USA,US -373 ,LASALLE-1,BWR  ,BWR-5 (Mark 2),3546,1207,1137,EXELON,GE,82.1,82.1,1973-09-01,1982-09-01,1984-01-01 00:00:00,,3287,True
USA,US -374 ,LASALLE-2,BWR  ,BWR-5 (Mark 2),3546,1207,1140,EXELON,GE,81.7,81.7,1973-09-01,1984-04-01,1984-10-01 00:00:00,,3865,True
USA,US -382 ,WATERFORD-3,PWR  ,CE 2LP (DRYAMB,3716,1250,1168,ENTERGY,CE,87.5,87.7,1974-11-01,1985-03-01,1985-09-01 00:00:00,,3773,True
USA,US -387 ,SUSQUEHANNA-1,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,85.5,85.5,1973-11-01,1982-11-01,1983-06-01 00:00:00,,3287,True
USA,US -388 ,SUSQUEHANNA-2,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,88.7,88.7,1973-11-01,1984-07-01,1985-02-01 00:00:00,,3895,True
USA,US -389 ,ST. LUCIE-2,PWR  ,CE 2LP (DRYAMB,3020,1050,987,FPL,CE,86.5,86.8,1977-06-01,1983-06-01,1983-08-01 00:00:00,,2191,True
USA,US -390 ,WATTS BAR-1,PWR  ,WH 4LP (ICECND,3459,1210,1157,TVA,WH,90.0,90.1,1973-07-01,1996-02-01,1996-05-01 00:00:00,,8250,True
USA,US -391 ,WATTS BAR-2,PWR  ,WH 4LP (ICECND,3411,1218,1164,TVA,WH,82.6,82.6,1973-09-01,2016-06-01,2016-10-01 00:00:00,,15614,True
USA,US -395 ,SUMMER-1,PWR  ,WH 3LP (DRYAMB,2900,1006,973,SCE&G,WH,86.1,86.1,1973-03-01,1982-11-01,1984-01-01 00:00:00,,3532,True
USA,US -397 ,COLUMBIA,BWR  ,BWR-5 (Mark 2),3486,1190,1131,ENERGYNW,GE,81.5,82.1,1972-08-01,1984-05-01,1984-12-01 00:00:00,,4291,True
USA,US -400 ,HARRIS-1,PWR  ,WH 3LP (DRYAMB,2900,980,964,PROGRESS,WH,89.4,89.5,1978-01-01,1987-01-01,1987-05-01 00:00:00,,3287,True
USA,US -410 ,NINE MILE POINT-2,BWR  ,BWR-5 (Mark 2),3988,1320,1277,EXELON,GE,87.2,87.2,1975-08-01,1987-08-01,1988-03-01 00:00:00,,4383,True
USA,US -412 ,BEAVER VALLEY-2,PWR  ,WH 3LP (DRYSUB,2900,958,905,FENOC,WH,88.8,88.8,1974-05-01,1987-08-01,1987-11-01 00:00:00,,4840,True
USA,US -413 ,CATAWBA-1,PWR  ,WH 4LP (ICECND,3411,1188,1160,DUKEENER,WH,87.0,87.0,1974-05-01,1985-01-01,1985-06-01 00:00:00,,3898,True
USA,US -414 ,CATAWBA-2,PWR  ,WH 4LP (ICECND,3411,1188,1150,DUKEENER,WH,88.1,88.1,1974-05-01,1986-05-01,1986-08-01 00:00:00,,4383,True
USA,US -416 ,GRAND GULF-1,BWR  ,BWR-6 (Mark 3),4408,1500,1401,ENTERGY,GE,84.0,84.2,1974-05-01,1984-10-01,1985-07-01 00:00:00,,3806,True
USA,US -423 ,MILLSTONE-3,PWR  ,WH 4LP (DRYSUB,3650,1280,1210,DOMINION,WH,81.0,81.1,1974-08-01,1986-02-01,1986-04-01 00:00:00,,4202,True
USA,US -424 ,VOGTLE-1,PWR  ,WH 4LP (DRYAMB,3626,1229,1150,SOUTHERN,WH,91.4,91.5,1976-08-01,1987-03-01,1987-06-01 00:00:00,,3864,True
USA,US -425 ,VOGTLE-2,PWR  ,WH 4LP (DRYAMB,3626,1229,1152,SOUTHERN,WH,91.6,91.6,1976-08-01,1989-04-01,1989-05-01 00:00:00,,4626,True
USA,US -440 ,PERRY-1,BWR  ,BWR-6 (Mark 3),3758,1303,1240,FENOC,GE,84.2,84.2,1974-10-01,1986-12-01,1987-11-01 00:00:00,,4444,True
USA,US -443 ,SEABROOK-1,PWR  ,WH 4LP (DRYAMB,3648,1296,1246,NEXTERA,WH,88.9,88.9,1976-07-01,1990-05-01,1990-08-01 00:00:00,,5052,True
USA,US -445 ,COMANCHE PEAK-1,PWR  ,WH 4LP (DRYAMB,3612,1259,1205,LUMINANT,WH,90.6,90.6,1974-12-01,1990-04-01,1990-08-01 00:00:00,,5600,True
USA,US -446 ,COMANCHE PEAK-2,PWR  ,WH 4LP (DRYAMB,3612,1250,1195,LUMINANT,WH,91.4,91.4,1974-12-01,1993-04-01,1993-08-01 00:00:00,,6696,True
USA,US -454 ,BYRON-1,PWR  ,WH 4LP (DRYAMB,3645,1242,1164,EXELON,WH,90.1,90.1,1975-04-01,1985-03-01,1985-09-01 00:00:00,,3622,True
USA,US -455 ,BYRON-2,PWR  ,WH 4LP (DRYAMB,3645,1210,1136,EXELON,WH,93.1,93.1,1975-04-01,1987-02-01,1987-08-01 00:00:00,,4324,True
USA,US -456 ,BRAIDWOOD-1,PWR  ,WH 4LP (DRYAMB,3645,1270,1194,EXELON,WH,90.5,90.5,1975-08-01,1987-07-01,1988-07-01 00:00:00,,4352,True
USA,US -457 ,BRAIDWOOD-2,PWR  ,WH 4LP (DRYAMB,3645,1230,1160,EXELON,WH,92.4,92.4,1975-08-01,1988-05-01,1988-10-01 00:00:00,,4657,True
USA,US -458 ,RIVER BEND-1,BWR  ,BWR-6 (Mark 3),3091,1016,967,ENTERGY,GE,84.8,84.9,1977-03-01,1985-12-01,1986-06-01 00:00:00,,3197,True
USA,US -461 ,CLINTON-1,BWR  ,BWR-6 (Mark 3),3473,1098,1062,EXELON,GE,82.2,82.2,1975-10-01,1987-04-01,1987-11-01 00:00:00,,4200,True
USA,US -482 ,WOLF CREEK,PWR  ,WH 4LP (DRYAMB,3565,1285,1200,WCNOC,WH,85.9,85.9,1977-05-01,1985-06-01,1985-09-01 00:00:00,,2953,True
USA,US -483 ,CALLAWAY-1,PWR  ,WH 4LP (DRYAMB,3565,1275,1215,AmerenUE,WH,88.4,88.4,1975-09-01,1984-10-01,1984-12-01 00:00:00,,3318,True
USA,US -498 ,SOUTH TEXAS-1,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,84.4,84.4,1975-12-01,1988-03-01,1988-08-01 00:00:00,,4474,True
USA,US -499 ,SOUTH TEXAS-2,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,84.3,84.3,1975-12-01,1989-04-01,1989-06-01 00:00:00,,4870,True
USA,US -528 ,PALO VERDE-1,PWR  ,CE80 2LP (DRYA,3990,1414,1311,APS,CE,82.2,82.3,1976-05-01,1985-06-01,1986-01-01 00:00:00,,3318,True
USA,US -529 ,PALO VERDE-2,PWR  ,CE80 2LP (DRYA,3990,1414,1314,APS,CE,84.5,84.5,1976-06-01,1986-05-01,1986-09-01 00:00:00,,3621,True
USA,US -530 ,PALO VERDE-3,PWR  ,CE80 2LP (DRYA,3990,1414,1312,APS,CE,86.3,86.5,1976-06-01,1987-11-01,1988-01-01 00:00:00,,4170,True
"TAIWAN,CHINA",TW -3   ,KUOSHENG-1,BWR  ,BWR-6,2894,985,985,TPC,GE,83.9,84.7,1975-11-01,1981-05-01,1981-05-01 00:00:00,,2008,True
"TAIWAN,CHINA",TW -4   ,KUOSHENG-2,BWR  ,BWR-6,2894,985,985,TPC,GE,83.3,84.3,1976-03-01,1982-06-01,1982-06-01 00:00:00,,2283,True
"TAIWAN,CHINA",TW -5   ,MAANSHAN-1,PWR  ,WH 3LP (WE 312,2822,951,936,TPC,WH,86.7,87.7,1978-08-01,1984-05-01,1984-05-01 00:00:00,,2100,True
"TAIWAN,CHINA",TW -6   ,MAANSHAN-2,PWR  ,WH 3LP (WE 312,2822,951,938,TPC,WH,86.2,87.4,1979-02-01,1985-02-01,1985-02-01 00:00:00,,2192,True
