Country,Code,Name,Type,Model,Thermal,Gross,Net,Operator,Supplier,Start,Connection,Operation,Shutdown,EAF,UCF,NEA,Status,Construction_time
USA,US -445 ,COMANCHE PEAK-1,PWR  ,WH 4LP (DRYAMB,3612,1259,1205,LUMINANT,WH,1974-12-01,1990-04-01,1990-08-01 00:00:00,,90.9,90.9,-,Online,5600
USA,US -446 ,COMANCHE PEAK-2,PWR  ,WH 4LP (DRYAMB,3612,1250,1195,LUMINANT,WH,1974-12-01,1993-04-01,1993-08-01 00:00:00,,91.1,91.2,-,Online,6696
USA,US -454 ,BYRON-1,PWR  ,WH 4LP (DRYAMB,3645,1242,1164,EXELON,WH,1975-04-01,1985-03-01,1985-09-01 00:00:00,,90.2,90.3,-,Online,3622
USA,US -455 ,BYRON-2,PWR  ,WH 4LP (DRYAMB,3645,1210,1136,EXELON,WH,1975-04-01,1987-02-01,1987-08-01 00:00:00,,93.3,93.3,-,Online,4324
USA,US -456 ,BRAIDWOOD-1,PWR  ,WH 4LP (DRYAMB,3645,1270,1194,EXELON,WH,1975-08-01,1987-07-01,1988-07-01 00:00:00,,90.6,90.6,-,Online,4352
USA,US -457 ,BRAIDWOOD-2,PWR  ,WH 4LP (DRYAMB,3645,1230,1160,EXELON,WH,1975-08-01,1988-05-01,1988-10-01 00:00:00,,92.5,92.5,-,Online,4657
USA,US -458 ,RIVER BEND-1,BWR  ,BWR-6 (Mark 3),3091,1016,967,ENTERGY,GE,1977-03-01,1985-12-01,1986-06-01 00:00:00,,84.9,85.1,-,Online,3197
USA,US -461 ,CLINTON-1,BWR  ,BWR-6 (Mark 3),3473,1098,1062,EXELON,GE,1975-10-01,1987-04-01,1987-11-01 00:00:00,,82.5,82.5,-,Online,4200
USA,US -482 ,WOLF CREEK,PWR  ,WH 4LP (DRYAMB,3565,1285,1200,WCNOC,WH,1977-05-01,1985-06-01,1985-09-01 00:00:00,,85.8,85.8,-,Online,2953
USA,US -483 ,CALLAWAY-1,PWR  ,WH 4LP (DRYAMB,3565,1275,1215,AmerenUE,WH,1975-09-01,1984-10-01,1984-12-01 00:00:00,,87.0,87.1,-,Online,3318
USA,US -498 ,SOUTH TEXAS-1,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12-01,1988-03-01,1988-08-01 00:00:00,,84.5,84.5,-,Online,4474
USA,US -499 ,SOUTH TEXAS-2,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12-01,1989-04-01,1989-06-01 00:00:00,,84.5,84.5,-,Online,4870
USA,US -528 ,PALO VERDE-1,PWR  ,CE80 2LP (DRYA,3990,1414,1311,APS,CE,1976-05-01,1985-06-01,1986-01-01 00:00:00,,82.7,82.8,-,Online,3318
USA,US -529 ,PALO VERDE-2,PWR  ,CE80 2LP (DRYA,3990,1414,1314,APS,CE,1976-06-01,1986-05-01,1986-09-01 00:00:00,,84.6,84.7,-,Online,3621
USA,US -530 ,PALO VERDE-3,PWR  ,CE80 2LP (DRYA,3990,1414,1312,APS,CE,1976-06-01,1987-11-01,1988-01-01 00:00:00,,86.3,86.5,-,Online,4170
"TAIWAN,CHINA",TW -4   ,KUOSHENG-2,BWR  ,BWR-6,2894,985,985,TPC,GE,1976-03-01,1982-06-01,1983-03-01 00:00:00,,83.7,84.7,-,Online,2283
"TAIWAN,CHINA",TW -5   ,MAANSHAN-1,PWR  ,WH 3LP (WE 312,2822,951,936,TPC,WH,1978-08-01,1984-05-01,1984-07-01 00:00:00,,86.8,87.7,-,Online,2100
"TAIWAN,CHINA",TW -6   ,MAANSHAN-2,PWR  ,WH 3LP (WE 312,2822,951,938,TPC,WH,1979-02-01,1985-02-01,1985-05-01 00:00:00,,86.3,87.4,-,Online,2192
INDIA,IN-3,RAJASTHAN-1,PHWR ,Horizontal Pre,346,100,134,NPCIL,AECL,1965-08-01,1972-11-01,1973-12-01 00:00:00,2004-10-01 00:00:00,,,-,Decommissioning,2649
ARMENIA,AM -18  ,ARMENIAN-1,PWR  ,,1375,408,376,ANPPCJSC,FAEA,1969-07-01,1976-12-01,1977-10-01 00:00:00,1989-02-01 00:00:00,,,-,Shutdown,2710
BELGIUM,BE -1   ,BR-3,PWR  ,,41,12,10,CEN/SCK,WH,1957-11-01,1962-10-01,1962-10-01 00:00:00,1987-06-01 00:00:00,,,-,Shutdown,1795
BULGARIA,BG -1   ,KOZLODUY-1,PWR  ,,1375,440,408,K N N P,AEE,1970-04-01,1974-07-01,1974-10-01 00:00:00,2002-12-01 00:00:00,,,-,Shutdown,1552
BULGARIA,BG -2   ,KOZLODUY-2,PWR  ,,1375,440,408,KOZNPP,AEE,1970-04-01,1975-08-01,1975-11-01 00:00:00,2002-12-01 00:00:00,,,-,Shutdown,1948
BULGARIA,BG -3   ,KOZLODUY-3,PWR  ,,1375,440,408,K N N P,AEE,1973-10-01,1980-12-01,1981-01-01 00:00:00,2006-12-01 00:00:00,,,-,Shutdown,2618
BULGARIA,BG -4   ,KOZLODUY-4,PWR  ,,1375,440,408,K N N P,AEE,1973-10-01,1982-05-01,1982-06-01 00:00:00,2006-12-01 00:00:00,,,-,Shutdown,3134
CANADA,CA -2   ,DOUGLAS POINT,PHWR ,,704,218,206,OH,AECL,1960-02-01,1967-01-01,1968-09-01 00:00:00,1984-05-01 00:00:00,,,-,Shutdown,2526
CANADA,CA -3   ,GENTILLY-1,HWLWR,,792,266,250,HQ,AECL,1966-09-01,1971-04-01,1972-05-01 00:00:00,1977-06-01 00:00:00,,,-,Shutdown,1673
CANADA,CA -12  ,GENTILLY-2,PHWR ,,2156,675,635,HQ,AECL,1974-04-01,1982-12-01,1983-10-01 00:00:00,2012-12-01 00:00:00,,,-,Shutdown,3166
CANADA,CA -5   ,PICKERING-2,PHWR ,,1744,542,515,OPG,OH/AECL,1966-09-01,1971-10-01,1971-12-01 00:00:00,2007-05-01 00:00:00,,,-,Shutdown,1856
CANADA,CA -6   ,PICKERING-3,PHWR ,,1744,542,515,OPG,OH/AECL,1967-12-01,1972-05-01,1972-06-01 00:00:00,2008-10-01 00:00:00,,,-,Shutdown,1613
CANADA,CA -1   ,ROLPHTON NPD,PHWR ,,92,25,22,OH,CGE,1958-01-01,1962-06-01,1962-10-01 00:00:00,1987-08-01 00:00:00,,,-,Shutdown,1612
FRANCE,FR -9   ,BUGEY-1,GCR  ,,1954,555,540,EDF,FRAM,1965-12-01,1972-04-01,1972-07-01 00:00:00,1994-05-01 00:00:00,,,-,Shutdown,2313
FRANCE,FR -2   ,CHINON A-1,GCR  ,,300,80,70,EDF,LEVIVIER,1957-02-01,1963-06-01,1964-02-01 00:00:00,1973-04-01 00:00:00,,,-,Shutdown,2311
FRANCE,FR -3   ,CHINON A-2,GCR  ,,800,230,180,EDF,LEVIVIER,1959-08-01,1965-02-01,1965-02-01 00:00:00,1985-06-01 00:00:00,,,-,Shutdown,2011
FRANCE,FR -4   ,CHINON A-3,GCR  ,,1170,480,360,EDF,GTM,1961-03-01,1966-08-01,1966-08-01 00:00:00,1990-06-01 00:00:00,,,-,Shutdown,1979
FRANCE,FR -5   ,CHOOZ-A (ARDENNES),PWR  ,,1040,320,305,SENA,A/F/W,1962-01-01,1967-04-01,1967-04-01 00:00:00,1991-10-01 00:00:00,,,-,Shutdown,1916
FRANCE,FR -6   ,EL-4 (MONTS D'ARREE),HWGCR,,250,75,70,EDF,GAAA,1962-07-01,1967-07-01,1968-06-01 00:00:00,1985-07-01 00:00:00,,,-,Shutdown,1826
FRANCE,FR -11  ,FESSENHEIM-1,PWR  ,,2785,920,880,EDF,FRAM,1971-09-01,1977-04-01,1978-01-01 00:00:00,2020-02-01 00:00:00,,,-,Shutdown,2039
FRANCE,FR -12  ,FESSENHEIM-2,PWR  ,,2785,920,880,EDF,FRAM,1972-02-01,1977-10-01,1978-04-01 00:00:00,2020-06-01 00:00:00,,,-,Shutdown,2069
FRANCE,FR -1B  ,G-2 (MARCOULE),GCR  ,,260,43,39,COGEMA,SACM,1955-03-01,1959-04-01,1959-04-01 00:00:00,1980-02-01 00:00:00,,,-,Shutdown,1492
FRANCE,FR -1   ,G-3 (MARCOULE),GCR  ,,260,43,40,COGEMA,SACM,1956-03-01,1960-04-01,1960-04-01 00:00:00,1984-06-01 00:00:00,,,-,Shutdown,1492
FRANCE,FR -10  ,PHENIX,FBR  ,,345,142,130,CEA/EDF,CNCLNEY,1968-11-01,1973-12-01,1974-07-01 00:00:00,2010-02-01 00:00:00,,,-,Shutdown,1856
FRANCE,FR -7   ,ST. LAURENT A-1,GCR  ,,1650,500,390,EDF,FRAM,1963-10-01,1969-03-01,1969-06-01 00:00:00,1990-04-01 00:00:00,,,-,Shutdown,1978
FRANCE,FR -8   ,ST. LAURENT A-2,GCR  ,,1475,530,465,EDF,FRAM,1966-01-01,1971-08-01,1971-11-01 00:00:00,1992-05-01 00:00:00,,,-,Shutdown,2038
FRANCE,FR -24  ,SUPER-PHENIX,FBR  ,,3000,1242,1200,EDF,ASPALDO,1976-12-01,1986-01-01,1986-12-01 00:00:00,1998-12-01 00:00:00,,,-,Shutdown,3318
GERMANY,DE -4   ,AVR JUELICH,HTGR ,,46,15,13,AVR,BBK,1961-08-01,1967-12-01,1969-05-01 00:00:00,1988-12-01 00:00:00,,,-,Shutdown,2313
GERMANY,DE -12  ,BIBLIS-A,PWR  ,,3517,1225,1167,RWE,KWU,1970-01-01,1974-08-01,1975-02-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,1673
GERMANY,DE -18  ,BIBLIS-B,PWR  ,,3733,1300,1240,RWE,KWU,1972-02-01,1976-04-01,1977-01-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,1521
GERMANY,DE -32  ,BROKDORF,PWR  ,,3900,1480,1410,PElektra,KWU,1976-01-01,1986-10-01,1986-12-01 00:00:00,2021-12-01 00:00:00,,,-,Shutdown,3926
GERMANY,DE -13  ,BRUNSBUETTEL,BWR  ,,2292,806,771,KKB,KWU,1970-04-01,1976-07-01,1977-02-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,2283
GERMANY,DE -23  ,GRAFENRHEINFELD,PWR  ,,3765,1345,1275,E.ON,KWU,1975-01-01,1981-12-01,1982-06-01 00:00:00,2015-06-01 00:00:00,,,-,Shutdown,2526
GERMANY,DE -502 ,GREIFSWALD-1,PWR  ,,1375,440,408,EWN,AEE,1970-03-01,1973-12-01,1974-07-01 00:00:00,1990-02-01 00:00:00,,,-,Shutdown,1371
GERMANY,DE -503 ,GREIFSWALD-2,PWR  ,,1375,440,408,EWN,AEE,1970-03-01,1974-12-01,1975-04-01 00:00:00,1990-02-01 00:00:00,,,-,Shutdown,1736
GERMANY,DE -504 ,GREIFSWALD-3,PWR  ,,1375,440,408,EWN,AEE,1972-04-01,1977-10-01,1978-05-01 00:00:00,1990-02-01 00:00:00,,,-,Shutdown,2009
GERMANY,DE -505 ,GREIFSWALD-4,PWR  ,,1375,440,408,EWN,AEE,1972-04-01,1979-09-01,1979-11-01 00:00:00,1990-07-01 00:00:00,,,-,Shutdown,2709
GERMANY,DE -506 ,GREIFSWALD-5,PWR  ,,1375,440,408,EWN,AEE,1976-12-01,1989-04-01,1989-11-01 00:00:00,1989-11-01 00:00:00,,,-,Shutdown,4504
GERMANY,DE -27  ,GROHNDE,PWR  ,,3900,1430,1360,PElektra,KWU,1976-06-01,1984-09-01,1985-02-01 00:00:00,2021-12-01 00:00:00,,,-,Shutdown,3014
GERMANY,DE -3   ,GUNDREMMINGEN-A,BWR  ,,801,250,237,KGB,"AEG,GE",1962-12-01,1966-12-01,1967-04-01 00:00:00,1977-01-01 00:00:00,,,-,Shutdown,1461
GERMANY,DE -26  ,GUNDREMMINGEN-B,BWR  ,,3840,1344,1284,KGG,KWU,1976-07-01,1984-03-01,1984-07-01 00:00:00,2017-12-01 00:00:00,,,-,Shutdown,2800
GERMANY,DE -28  ,GUNDREMMINGEN-C,BWR  ,,3840,1344,1288,KGG,KWU,1976-07-01,1984-11-01,1985-01-01 00:00:00,2021-12-01 00:00:00,,,-,Shutdown,3045
GERMANY,DE -16  ,ISAR-1,BWR  ,,2575,912,878,E.ON,KWU,1972-05-01,1977-12-01,1979-03-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,2040
GERMANY,DE -8   ,KNK II,FBR  ,,58,21,17,KBG,IA,1974-09-01,1978-04-01,1979-03-01 00:00:00,1991-08-01 00:00:00,,,-,Shutdown,1308
GERMANY,DE -20  ,KRUEMMEL,BWR  ,,3690,1402,1346,KKK,KWU,1974-04-01,1983-09-01,1984-03-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,3440
GERMANY,DE -6   ,LINGEN,BWR  ,,520,268,183,KWL,AEG,1964-10-01,1968-07-01,1968-10-01 00:00:00,1977-01-01 00:00:00,,,-,Shutdown,1369
GERMANY,DE -22  ,MUELHEIM-KAERLICH,PWR  ,,3760,1302,1219,KGG,BBR,1975-01-01,1986-03-01,1987-08-01 00:00:00,1988-09-01 00:00:00,,,-,Shutdown,4077
GERMANY,DE -2   ,MZFR,PHWR ,,200,57,52,KBG,SIEMENS,1961-12-01,1966-03-01,1966-12-01 00:00:00,1984-05-01 00:00:00,,,-,Shutdown,1551
GERMANY,DE -15  ,NECKARWESTHEIM-1,PWR  ,,2497,840,785,EnKK,KWU,1972-02-01,1976-06-01,1976-12-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,1582
GERMANY,DE -5   ,OBRIGHEIM,PWR  ,,1050,357,340,EnBW,"SIEM,KWU",1965-03-01,1968-10-01,1969-03-01 00:00:00,2005-05-01 00:00:00,,,-,Shutdown,1310
GERMANY,DE -14  ,PHILIPPSBURG-1,BWR  ,,2575,926,890,EnKK,KWU,1970-10-01,1979-05-01,1980-03-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,3134
GERMANY,DE -24  ,PHILIPPSBURG-2,PWR  ,,3950,1468,1402,EnKK,KWU,1977-07-01,1984-12-01,1985-04-01 00:00:00,2019-12-01 00:00:00,,,-,Shutdown,2710
GERMANY,DE -501 ,RHEINSBERG,PWR  ,,265,70,62,EWN,AEE,1960-01-01,1966-05-01,1966-10-01 00:00:00,1990-06-01 00:00:00,,,-,Shutdown,2312
GERMANY,DE -10  ,STADE,PWR  ,,1900,672,640,E.ON,KWU,1967-12-01,1972-01-01,1972-05-01 00:00:00,2003-11-01 00:00:00,,,-,Shutdown,1492
GERMANY,DE -19  ,THTR-300,HTGR ,,760,308,296,HKG,HRB,1971-05-01,1985-11-01,1987-06-01 00:00:00,1988-09-01 00:00:00,,,-,Shutdown,5298
GERMANY,DE -17  ,UNTERWESER,PWR  ,,3900,1410,1345,E.ON,KWU,1972-07-01,1978-09-01,1979-09-01 00:00:00,2011-08-01 00:00:00,,,-,Shutdown,2253
GERMANY,DE -9   ,WUERGASSEN,BWR  ,,1912,670,640,PE,"AEG,KWU",1968-01-01,1971-12-01,1975-11-01 00:00:00,1994-08-01 00:00:00,,,-,Shutdown,1430
ITALY,IT -4   ,CAORSO,BWR  ,,2651,882,860,SOGIN,AMN/GETS,1970-01-01,1978-05-01,1981-12-01 00:00:00,1990-07-01 00:00:00,,,-,Shutdown,3042
ITALY,IT -3   ,ENRICO FERMI,PWR  ,,870,270,260,SOGIN,EL/WEST,1961-07-01,1964-10-01,1965-01-01 00:00:00,1990-07-01 00:00:00,,,-,Shutdown,1188
ITALY,IT -2   ,GARIGLIANO,BWR  ,,506,160,150,SOGIN,GE,1959-11-01,1964-01-01,1964-06-01 00:00:00,1982-03-01 00:00:00,,,-,Shutdown,1522
ITALY,IT -1   ,LATINA,GCR  ,,660,160,153,SOGIN,TNPG,1958-11-01,1963-05-01,1964-01-01 00:00:00,1987-12-01 00:00:00,,,-,Shutdown,1642
ITALY,JP -20  ,FUGEN ATR,HWLWR,,557,165,148,JAEA,HITACHI,1972-05-01,1978-07-01,1979-03-01 00:00:00,2003-03-01 00:00:00,,,-,Shutdown,2252
JAPAN,JP -5   ,FUKUSHIMA-DAIICHI-1,BWR  ,,1380,460,439,TEPCO,GE/GETSC,1967-07-01,1970-11-01,1971-03-01 00:00:00,2011-05-01 00:00:00,,,-,Shutdown,1219
JAPAN,JP -9   ,FUKUSHIMA-DAIICHI-2,BWR  ,,2381,784,760,TEPCO,GE/T,1969-06-01,1973-12-01,1974-07-01 00:00:00,2011-05-01 00:00:00,,,-,Shutdown,1644
JAPAN,JP -10  ,FUKUSHIMA-DAIICHI-3,BWR  ,,2381,784,760,TEPCO,TOSHIBA,1970-12-01,1974-10-01,1976-03-01 00:00:00,2011-05-01 00:00:00,,,-,Shutdown,1400
JAPAN,JP -16  ,FUKUSHIMA-DAIICHI-4,BWR  ,,2381,784,760,TEPCO,HITACHI,1973-02-01,1978-02-01,1978-10-01 00:00:00,2011-05-01 00:00:00,,,-,Shutdown,1826
JAPAN,JP -17  ,FUKUSHIMA-DAIICHI-5,BWR  ,,2381,784,760,TEPCO,TOSHIBA,1972-05-01,1977-09-01,1978-04-01 00:00:00,2013-12-01 00:00:00,,,-,Shutdown,1949
JAPAN,JP -18  ,FUKUSHIMA-DAIICHI-6,BWR  ,,3293,1100,1067,TEPCO,GE/T,1973-10-01,1979-05-01,1979-10-01 00:00:00,2013-12-01 00:00:00,,,-,Shutdown,2038
JAPAN,JP -25  ,FUKUSHIMA-DAINI-1,BWR  ,,3293,1100,1067,TEPCO,TOSHIBA,1976-03-01,1981-07-01,1982-04-01 00:00:00,2019-09-01 00:00:00,,,-,Shutdown,1948
JAPAN,JP -26  ,FUKUSHIMA-DAINI-2,BWR  ,,3293,1100,1067,TEPCO,HITACHI,1979-05-01,1983-06-01,1984-02-01 00:00:00,2019-09-01 00:00:00,,,-,Shutdown,1492
JAPAN,JP -35  ,FUKUSHIMA-DAINI-3,BWR  ,,3293,1100,1067,TEPCO,TOSHIBA,1981-03-01,1984-12-01,1985-06-01 00:00:00,2019-09-01 00:00:00,,,-,Shutdown,1371
JAPAN,JP -38  ,FUKUSHIMA-DAINI-4,BWR  ,,3293,1100,1067,TEPCO,HITACHI,1981-05-01,1986-12-01,1987-08-01 00:00:00,2019-09-01 00:00:00,,,-,Shutdown,2040
JAPAN,JP -12  ,GENKAI-1,PWR  ,,1650,559,529,KYUSHU,MHI,1971-09-01,1975-02-01,1975-10-01 00:00:00,2015-04-01 00:00:00,,,-,Shutdown,1249
JAPAN,JP -27  ,GENKAI-2,PWR  ,,1650,559,529,KYUSHU,MHI,1977-02-01,1980-06-01,1981-03-01 00:00:00,2019-04-01 00:00:00,,,-,Shutdown,1216
JAPAN,JP -11  ,HAMAOKA-1,BWR  ,,1593,540,515,CHUBU,TOSHIBA,1971-06-01,1974-08-01,1976-03-01 00:00:00,2009-01-01 00:00:00,,,-,Shutdown,1157
JAPAN,JP -24  ,HAMAOKA-2,BWR  ,,2436,840,806,CHUBU,TOSHIBA,1974-06-01,1978-05-01,1978-11-01 00:00:00,2009-01-01 00:00:00,,,-,Shutdown,1430
JAPAN,JP -23  ,IKATA-1,PWR  ,,1650,566,538,SHIKOKU,MHI,1973-09-01,1977-02-01,1977-09-01 00:00:00,2016-05-01 00:00:00,,,-,Shutdown,1249
JAPAN,JP -32  ,IKATA-2,PWR  ,,1650,566,538,SHIKOKU,MHI,1978-08-01,1981-08-01,1982-03-01 00:00:00,2018-05-01 00:00:00,,,-,Shutdown,1096
JAPAN,JP -1   ,JPDR,BWR  ,,90,13,12,JAEA,GE,1960-12-01,1963-10-01,1965-03-01 00:00:00,1976-03-01 00:00:00,,,-,Shutdown,1034
JAPAN,JP -4   ,MIHAMA-1,PWR  ,,1031,340,320,KEPCO,WH,1967-02-01,1970-08-01,1970-11-01 00:00:00,2015-04-01 00:00:00,,,-,Shutdown,1277
JAPAN,JP -6   ,MIHAMA-2,PWR  ,,1456,500,470,KEPCO,MHI,1968-05-01,1972-04-01,1972-07-01 00:00:00,2015-04-01 00:00:00,,,-,Shutdown,1431
JAPAN,JP -31  ,MONJU,FBR  ,,714,280,246,JAEA,T/H/F/M,1986-05-01,1995-08-01,,2017-12-01 00:00:00,,,-,Shutdown,3379
JAPAN,JP -15  ,OHI-1,PWR  ,,3423,1175,1120,KEPCO,WH,1972-10-01,1977-12-01,1979-03-01 00:00:00,2018-03-01 00:00:00,,,-,Shutdown,1887
JAPAN,JP -19  ,OHI-2,PWR  ,,3423,1175,1120,KEPCO,WH,1972-12-01,1978-10-01,1979-12-01 00:00:00,2018-03-01 00:00:00,,,-,Shutdown,2130
JAPAN,JP -22  ,ONAGAWA-1,BWR  ,,1593,524,498,TOHOKU,TOSHIBA,1980-07-01,1983-11-01,1984-06-01 00:00:00,2018-12-01 00:00:00,,,-,Shutdown,1218
JAPAN,JP -7   ,SHIMANE-1,BWR  ,,1380,460,439,CHUGOKU,HITACHI,1970-07-01,1973-12-01,1974-03-01 00:00:00,2015-04-01 00:00:00,,,-,Shutdown,1249
JAPAN,JP -2   ,TOKAI-1,GCR  ,,587,166,137,JAPCO,GEC,1961-03-01,1965-11-01,1966-07-01 00:00:00,1998-03-01 00:00:00,,,-,Shutdown,1706
JAPAN,JP -3   ,TSURUGA-1,BWR  ,,1070,357,340,JAPCO,GE,1966-11-01,1969-11-01,1970-03-01 00:00:00,2015-04-01 00:00:00,,,-,Shutdown,1096
KAZAKHSTAN,KZ -10  ,AKTAU,FBR  ,,1000,90,52,MAEC-KAZ,MAEC-KAZ,1964-10-01,1973-07-01,1973-07-01 00:00:00,1999-04-01 00:00:00,,,-,Shutdown,3195
"KOREA,REP.OF",KR -1   ,KORI-1,PWR  ,,1729,607,576,KHNP,WH,1972-08-01,1977-06-01,1978-04-01 00:00:00,2017-06-01 00:00:00,,,-,Shutdown,1765
"KOREA,REP.OF",KR -3   ,WOLSONG-1,PHWR ,,2061,683,661,KHNP,AECL,1977-10-01,1982-12-01,1983-04-01 00:00:00,2019-12-01 00:00:00,,,-,Shutdown,1887
LITHUANIA,LT -46  ,IGNALINA-1,LWGR ,,4800,1300,1185,INPP,MAEP,1977-05-01,1983-12-01,1985-05-01 00:00:00,2004-12-01 00:00:00,,,-,Shutdown,2405
LITHUANIA,LT -47  ,IGNALINA-2,LWGR ,,4800,1300,1185,INPP,MAEP,1978-01-01,1987-08-01,1987-12-01 00:00:00,2009-12-01 00:00:00,,,-,Shutdown,3499
NETHERLANDS,NL -1   ,DODEWAARD,BWR  ,,183,60,55,BV GKN,RDM,1965-05-01,1968-10-01,1969-03-01 00:00:00,1997-03-01 00:00:00,,,-,Shutdown,1249
PAKISTAN,PK -1   ,KANUPP-1,PHWR ,,337,100,90,PAEC,CGE,1966-08-01,1971-10-01,1972-12-01 00:00:00,2021-08-01 00:00:00,,,-,Shutdown,1887
RUSSIA,RU -1   ,APS-1 OBNINSK,LWGR ,,30,6,5,MSM,MSM,1951-01-01,1954-06-01,1954-12-01 00:00:00,2002-04-01 00:00:00,,,-,Shutdown,1247
RUSSIA,RU -3   ,BELOYARSK-1,LWGR ,,286,108,102,REA,MSM,1958-06-01,1964-04-01,1964-04-01 00:00:00,1983-01-01 00:00:00,,,-,Shutdown,2131
RUSSIA,RU -6   ,BELOYARSK-2,LWGR ,,530,160,146,REA,MSM,1962-01-01,1967-12-01,1969-12-01 00:00:00,1990-01-01 00:00:00,,,-,Shutdown,2160
RUSSIA,RU -141 ,BILIBINO-1,LWGR ,,62,12,11,REA,AEM,1970-01-01,1974-01-01,1974-04-01 00:00:00,2019-01-01 00:00:00,,,-,Shutdown,1461
RUSSIA,RU -17  ,KURSK-1,LWGR ,,3200,1000,925,REA,AEM,1972-06-01,1976-12-01,1977-10-01 00:00:00,2021-12-01 00:00:00,,,-,Shutdown,1644
RUSSIA,RU -15  ,LENINGRAD-1,LWGR ,,3200,1000,925,REA,AEM,1970-03-01,1973-12-01,1974-11-01 00:00:00,2018-12-01 00:00:00,,,-,Shutdown,1371
RUSSIA,RU -16  ,LENINGRAD-2,LWGR ,,3200,1000,925,REA,AEM,1970-06-01,1975-07-01,1976-02-01 00:00:00,2020-11-01 00:00:00,,,-,Shutdown,1856
RUSSIA,RU -4   ,NOVOVORONEZH-1,PWR  ,,760,210,197,REA,MSM,1957-07-01,1964-09-01,1964-12-01 00:00:00,1988-02-01 00:00:00,,,-,Shutdown,2619
RUSSIA,RU -8   ,NOVOVORONEZH-2,PWR  ,,1320,365,336,REA,MSM,1964-06-01,1969-12-01,1970-04-01 00:00:00,1990-08-01 00:00:00,,,-,Shutdown,2009
RUSSIA,RU -9   ,NOVOVORONEZH-3,PWR  ,,1375,417,385,REA,AEM,1967-07-01,1971-12-01,1972-06-01 00:00:00,2016-12-01 00:00:00,,,-,Shutdown,1614
SLOVAKIA,SK -1   ,BOHUNICE A1,HWGCR,,560,143,93,JAVYS,ŠKODA ,1958-08-01,1972-12-01,1972-12-01 00:00:00,1977-02-01 00:00:00,,,-,Shutdown,5236
SLOVAKIA,SK -2   ,BOHUNICE-1,PWR  ,,1375,440,408,JAVYS,AEE,1972-04-01,1978-12-01,1980-04-01 00:00:00,2006-12-01 00:00:00,,,-,Shutdown,2435
SLOVAKIA,SK -3   ,BOHUNICE-2,PWR  ,,1375,440,408,JAVYS,AEE,1972-04-01,1980-03-01,1981-01-01 00:00:00,2008-12-01 00:00:00,,,-,Shutdown,2891
SPAIN,ES -1   ,JOSE CABRERA-1,PWR  ,,510,150,141,UFG,WH,1964-06-01,1968-07-01,1969-08-01 00:00:00,2006-04-01 00:00:00,,,-,Shutdown,1491
SPAIN,ES -2   ,SANTA MARIA DE GARONA,BWR  ,,1381,466,446,NUCLENOR,GE,1966-09-01,1971-03-01,1971-05-01 00:00:00,2017-08-01 00:00:00,,,-,Shutdown,1642
SPAIN,ES -3   ,VANDELLOS-1,GCR  ,,1670,500,480,HIFRENSA,CEA,1968-06-01,1972-05-01,1972-08-01 00:00:00,1990-07-01 00:00:00,,,-,Shutdown,1430
SWEDEN,SE -1   ,AGESTA,PHWR ,,80,12,10,SVAFO,ABB ATOM,1957-12-01,1964-05-01,1964-05-01 00:00:00,1974-06-01 00:00:00,,,-,Shutdown,2343
SWEDEN,SE -6   ,BARSEBACK-1,BWR  ,,1800,615,600,BKAB,ASEASTAL,1971-02-01,1975-05-01,1975-07-01 00:00:00,1999-11-01 00:00:00,,,-,Shutdown,1550
SWEDEN,SE -8   ,BARSEBACK-2,BWR  ,,1800,615,600,BKAB,ABB ATOM,1973-01-01,1977-03-01,1977-07-01 00:00:00,2005-05-01 00:00:00,,,-,Shutdown,1520
SWEDEN,SE -2   ,OSKARSHAMN-1,BWR  ,,1375,492,473,OKG,ABB ATOM,1966-08-01,1971-08-01,1972-02-01 00:00:00,2017-06-01 00:00:00,,,-,Shutdown,1826
SWEDEN,SE -3   ,OSKARSHAMN-2,BWR  ,,1800,661,638,OKG,ABB ATOM,1969-09-01,1974-10-01,1975-01-01 00:00:00,2016-12-01 00:00:00,,,-,Shutdown,1856
SWEDEN,SE -4   ,RINGHALS-1,BWR  ,,2540,910,881,RAB,ABB ATOM,1969-02-01,1974-10-01,1976-01-01 00:00:00,2020-12-01 00:00:00,,,-,Shutdown,2068
SWEDEN,SE -5   ,RINGHALS-2,PWR  ,,2652,963,852,RAB,WH,1970-10-01,1974-08-01,1975-05-01 00:00:00,2019-12-01 00:00:00,,,-,Shutdown,1400
SWITZERLAND,CH -8   ,LUCENS,HWGCR,,28,7,6,EOS,NGA,1962-04-01,1968-01-01,,1969-01-01 00:00:00,,,-,Shutdown,2101
SWITZERLAND,CH -2   ,MUEHLEBERG,BWR  ,,1097,390,373,BKW,GETSCO,1967-03-01,1971-07-01,1972-11-01 00:00:00,2019-12-01 00:00:00,,,-,Shutdown,1583
