Country,Code,Name,Type,Model,Thermal,Gross,Net,Operator,Supplier,Start,Connection,Operation,Shutdown,EAF,UCF,NEA,Status,Construction_time
FRANCE,FR -56  ,CHINON B-3,PWR  ,CP2,2785,954,905,EDF,FRAM,1980-10-01,1986-10-01,1987-03-01 00:00:00,,77.6,79.3,-,Online,2191
FRANCE,FR -57  ,CHINON B-4,PWR  ,CP2,2785,954,905,EDF,FRAM,1981-02-01,1987-11-01,1988-04-01 00:00:00,,78.7,80.7,-,Online,2464
FRANCE,FR -58  ,NOGENT-1,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,1981-05-01,1987-10-01,1988-02-01 00:00:00,,77.7,79.7,-,Online,2344
FRANCE,FR -59  ,NOGENT-2,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,1982-01-01,1988-12-01,1989-05-01 00:00:00,,80.0,82.3,-,Online,2526
FRANCE,FR -60  ,CATTENOM-3,PWR  ,P4 REP 1300,3817,1362,1300,EDF,FRAM,1982-06-01,1990-07-01,1991-02-01 00:00:00,,77.9,80.0,-,Online,2952
FRANCE,FR -61  ,GOLFECH-1,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,1982-11-01,1990-06-01,1991-02-01 00:00:00,,82.9,85.8,-,Online,2769
FRANCE,FR -62  ,CHOOZ B-1,PWR  ,N4 REP 1450,4270,1560,1500,EDF,FRAM,1984-01-01,1996-08-01,2000-05-01 00:00:00,,77.6,81.0,-,Online,4596
FRANCE,FR -63  ,PENLY-1,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,1982-09-01,1990-05-01,1990-12-01 00:00:00,,80.4,81.8,-,Online,2799
FRANCE,FR -64  ,PENLY-2,PWR  ,P4 REP 1300,3817,1382,1330,EDF,FRAM,1984-08-01,1992-02-01,1992-11-01 00:00:00,,82.4,83.7,-,Online,2740
FRANCE,FR -65  ,CATTENOM-4,PWR  ,P4 REP 1300,3817,1362,1300,EDF,FRAM,1983-09-01,1991-05-01,1992-01-01 00:00:00,,81.8,84.2,-,Online,2799
FRANCE,FR -68  ,GOLFECH-2,PWR  ,P4 REP 1300,3817,1363,1310,EDF,FRAM,1984-10-01,1993-06-01,1994-03-01 00:00:00,,82.2,83.8,-,Online,3165
FRANCE,FR -70  ,CHOOZ B-2,PWR  ,N4 REP 1450,4270,1560,1500,EDF,FRAM,1985-12-01,1997-04-01,2000-09-01 00:00:00,,75.9,83.2,-,Online,4139
FRANCE,FR -72  ,CIVAUX-1,PWR  ,N4 REP 1450,4270,1561,1495,EDF,FRAM,1988-10-01,1997-12-01,2002-01-01 00:00:00,,75.2,78.0,-,Online,3348
FRANCE,FR -73  ,CIVAUX-2,PWR  ,N4 REP 1450,4270,1561,1495,EDF,FRAM,1991-04-01,1999-12-01,2002-04-01 00:00:00,,76.1,80.9,-,Online,3166
GERMANY,DE -31  ,ISAR-2,PWR  ,Konvoi,3950,1485,1410,PElektra,KWU,1982-09-01,1988-01-01,1988-04-01 00:00:00,,92.4,92.7,-,Online,1948
GERMANY,DE -33  ,EMSLAND,PWR  ,Konvoi,3850,1406,1335,KLE,KWU,1982-08-01,1988-04-01,1988-06-01 00:00:00,,93.3,93.5,-,Online,2070
GERMANY,DE -44  ,NECKARWESTHEIM-2,PWR  ,Konvoi,3850,1400,1310,EnKK,KWU,1982-11-01,1989-01-01,1989-04-01 00:00:00,,92.3,92.6,-,Online,2253
HUNGARY,HU -1   ,PAKS-1,PWR  ,VVER V-213,1485,509,479,PAKS Zrt,AEE,1974-08-01,1982-12-01,1983-08-01 00:00:00,,86.8,87.0,-,Online,3044
HUNGARY,HU -2   ,PAKS-2,PWR  ,VVER V-213,1485,506,479,PAKS Zrt,AEE,1974-08-01,1984-09-01,1984-11-01 00:00:00,,82.7,82.9,DH,Online,3684
HUNGARY,HU -3   ,PAKS-3,PWR  ,VVER V-213,1485,506,479,PAKS Zrt,AEE,1979-10-01,1986-09-01,1986-12-01 00:00:00,,87.5,87.9,DH,Online,2527
HUNGARY,HU -4   ,PAKS-4,PWR  ,VVER V-213,1485,506,479,PAKS Zrt,AEE,1979-10-01,1987-08-01,1987-11-01 00:00:00,,88.3,88.7,DH,Online,2861
INDIA,IN -1   ,TARAPUR-1,BWR  ,BWR-1 (Mark 2),530,160,150,NPCIL,GE,1964-10-01,1969-04-01,1969-10-01 00:00:00,,65.0,65.8,-,Online,1643
INDIA,IN -10  ,KAKRAPAR-2,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1985-04-01,1995-03-01,1995-09-01 00:00:00,,70.3,79.0,-,Online,3621
INDIA,IN -11  ,RAJASTHAN-3,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1990-02-01,2000-03-01,2000-06-01 00:00:00,,80.5,90.4,PH,Online,3681
INDIA,IN -12  ,RAJASTHAN-4,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1990-10-01,2000-11-01,2000-12-01 00:00:00,,82.6,92.1,PH,Online,3684
INDIA,IN -13  ,KAIGA-1,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1989-09-01,2000-10-01,2000-11-01 00:00:00,,77.5,91.8,-,Online,4048
INDIA,IN -14  ,KAIGA-2,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1989-12-01,1999-12-01,2000-03-01 00:00:00,,76.7,90.7,-,Online,3652
INDIA,IN -15  ,KAIGA-3,PHWR ,Horizontal Pre,800,220,202,NPCIL,NPCIL,2002-03-01,2007-04-01,2007-05-01 00:00:00,,72.3,83.9,-,Online,1857
INDIA,IN -16  ,KAIGA-4,PHWR ,Horizontal Pre,800,220,202,NPCIL,NPCIL,2002-05-01,2011-01-01,2011-01-01 00:00:00,,86.1,91.7,-,Online,3167
INDIA,IN -19  ,RAJASTHAN-5,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,2002-09-01,2009-12-01,2010-02-01 00:00:00,,90.3,90.5,-,Online,2648
INDIA,IN -2   ,TARAPUR-2,BWR  ,BWR-1 (Mark 2),530,160,150,NPCIL,GE,1964-10-01,1969-05-01,1969-10-01 00:00:00,,65.8,66.5,-,Online,1673
INDIA,IN -20  ,RAJASTHAN-6,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,2003-01-01,2010-03-01,2010-03-01 00:00:00,,80.3,80.6,-,Online,2616
INDIA,IN -23  ,TARAPUR-3,PHWR ,Horizontal Pre,1730,540,490,NPCIL,NPCIL,2000-05-01,2006-06-01,2006-08-01 00:00:00,,79.4,88.8,-,Online,2222
INDIA,IN -24  ,TARAPUR-4,PHWR ,Horizontal Pre,1730,540,490,NPCIL,NPCIL,2000-03-01,2005-06-01,2005-09-01 00:00:00,,71.9,84.4,-,Online,1918
INDIA,IN -25  ,KUDANKULAM-1,PWR  ,VVER V-412,3000,1000,932,NPCIL,MAEP,2002-03-01,2013-10-01,2014-12-01 00:00:00,,57.1,58.5,-,Online,4232
INDIA,IN -26  ,KUDANKULAM-2,PWR  ,VVER V-412,3000,1000,932,NPCIL,MAEP,2002-07-01,2016-08-01,2017-03-01 00:00:00,,55.7,55.7,-,Online,5145
INDIA,IN -30  ,KAKRAPAR-3,PHWR ,PHWR-700,2166,700,630,NPCIL,NPCIL,2010-11-01,2021-01-01,,,0.0,0.0,-,Online,3714
INDIA,IN -4   ,RAJASTHAN-2,PHWR ,Horizontal Pre,693,200,187,NPCIL,AECL/DAE,1968-04-01,1980-11-01,1981-04-01 00:00:00,,59.3,62.8,PH,Online,4597
INDIA,IN -5   ,MADRAS-1,PHWR ,Horizontal Pre,801,220,205,NPCIL,NPCIL,1971-01-01,1983-07-01,1984-01-01 00:00:00,,51.4,60.3,DS,Online,4564
INDIA,IN -6   ,MADRAS-2,PHWR ,Horizontal Pre,801,220,205,NPCIL,NPCIL,1972-10-01,1985-09-01,1986-03-01 00:00:00,,62.5,73.6,DS,Online,4718
INDIA,IN -7   ,NARORA-1,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1976-12-01,1989-07-01,1991-01-01 00:00:00,,63.3,74.1,-,Online,4595
INDIA,IN -8   ,NARORA-2,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1977-11-01,1992-01-01,1992-07-01 00:00:00,,65.1,75.2,-,Online,5174
INDIA,IN -9   ,KAKRAPAR-1,PHWR ,Horizontal Pre,801,220,202,NPCIL,NPCIL,1984-12-01,1992-11-01,1993-05-01 00:00:00,,62.2,67.1,-,Online,2892
"IRAN,ISL.REP",IR -1   ,BUSHEHR-1,PWR  ,VVER V-446,3000,1000,915,NPPDCO,JSC ASE,1975-05-01,2011-09-01,2013-09-01 00:00:00,,71.4,71.9,-,Online,13272
JAPAN,JP -13  ,TAKAHAMA-2,PWR  ,M (3-loop),2440,826,780,KEPCO,MHI,1971-03-01,1975-01-01,1975-11-01 00:00:00,,53.7,53.8,-,Online,1402
JAPAN,JP -14  ,MIHAMA-3,PWR  ,M (3-loop),2440,826,780,KEPCO,MHI,1972-08-01,1976-02-01,1976-12-01 00:00:00,,54.9,54.9,-,Online,1279
JAPAN,JP -21  ,TOKAI-2,BWR  ,BWR-5,3293,1100,1060,JAPCO,GE,1973-10-01,1978-03-01,1978-11-01 00:00:00,,54.4,54.9,-,Online,1612
JAPAN,JP -28  ,SENDAI-1,PWR  ,M (3-loop),2660,890,846,KYUSHU,MHI,1979-12-01,1983-09-01,1984-07-01 00:00:00,,71.4,71.4,-,Online,1370
JAPAN,JP -29  ,TAKAHAMA-3,PWR  ,M (3-loop),2660,870,830,KEPCO,MHI,1980-12-01,1984-05-01,1985-01-01 00:00:00,,71.0,71.1,DS,Online,1247
JAPAN,JP -30  ,TAKAHAMA-4,PWR  ,M (3-loop),2660,870,830,KEPCO,MHI,1981-03-01,1984-11-01,1985-06-01 00:00:00,,72.1,72.1,DS,Online,1341
JAPAN,JP -33  ,KASHIWAZAKI KARIWA-1,BWR  ,BWR-5,3293,1100,1067,TEPCO,TOSHIBA,1980-06-01,1985-02-01,1985-09-01 00:00:00,,47.0,47.8,-,Online,1706
JAPAN,JP -34  ,TSURUGA-2,PWR  ,M (4-loop),3411,1160,1108,JAPCO,MHI,1982-11-01,1986-06-01,1987-02-01 00:00:00,,54.0,54.1,-,Online,1308
JAPAN,JP -36  ,HAMAOKA-3,BWR  ,BWR-5,3293,1100,1056,CHUBU,TOSHIBA,1983-04-01,1987-01-01,1987-08-01 00:00:00,,53.1,53.2,-,Online,1371
JAPAN,JP -37  ,SENDAI-2,PWR  ,M (3-loop),2660,890,846,KYUSHU,MHI,1981-10-01,1985-04-01,1985-11-01 00:00:00,,73.1,73.1,-,Online,1278
JAPAN,JP -39  ,KASHIWAZAKI KARIWA-2,BWR  ,BWR-5,3293,1100,1067,TEPCO,TOSHIBA,1985-11-01,1990-02-01,1990-09-01 00:00:00,,40.3,40.3,-,Online,1553
JAPAN,JP -40  ,KASHIWAZAKI KARIWA-5,BWR  ,BWR-5,3293,1100,1067,TEPCO,HITACHI,1985-06-01,1989-09-01,1990-04-01 00:00:00,,45.8,47.4,-,Online,1553
JAPAN,JP -41  ,SHIMANE-2,BWR  ,BWR-5,2436,820,789,CHUGOKU,HITACHI,1985-02-01,1988-07-01,1989-02-01 00:00:00,,56.1,56.1,-,Online,1246
JAPAN,JP -43  ,TOMARI-1,PWR  ,M (2-loop),1650,579,550,HEPCO,MHI,1985-04-01,1988-12-01,1989-06-01 00:00:00,,57.0,57.0,-,Online,1340
JAPAN,JP -44  ,TOMARI-2,PWR  ,M (2-loop),1650,579,550,HEPCO,MHI,1985-06-01,1990-08-01,1991-04-01 00:00:00,,55.1,55.1,-,Online,1887
JAPAN,JP -45  ,GENKAI-3,PWR  ,M (4-loop),3423,1180,1127,KYUSHU,MHI,1988-06-01,1993-06-01,1994-03-01 00:00:00,,63.3,63.3,DS,Online,1826
JAPAN,JP -46  ,GENKAI-4,PWR  ,M (4-loop),3423,1180,1127,KYUSHU,MHI,1992-07-01,1996-11-01,1997-07-01 00:00:00,,63.2,63.2,DS,Online,1584
JAPAN,JP -47  ,IKATA-3,PWR  ,M (3-loop),2660,890,846,SHIKOKU,MHI,1990-10-01,1994-03-01,1994-12-01 00:00:00,,64.1,64.1,DS,Online,1247
JAPAN,JP -48  ,SHIKA-1,BWR  ,BWR-5,1593,540,505,HOKURIKU,HITACHI,1989-07-01,1993-01-01,1993-07-01 00:00:00,,44.1,44.1,-,Online,1280
JAPAN,JP -49  ,HAMAOKA-4,BWR  ,BWR-5,3293,1137,1092,CHUBU,TOSHIBA,1989-10-01,1993-01-01,1993-09-01 00:00:00,,49.8,50.3,-,Online,1188
JAPAN,JP -50  ,OHI-3,PWR  ,M (4-loop),3423,1180,1127,KEPCO,MHI,1987-10-01,1991-06-01,1991-12-01 00:00:00,,64.5,64.6,DS,Online,1339
JAPAN,JP -51  ,OHI-4,PWR  ,M (4-loop),3423,1180,1127,KEPCO,MHI,1988-06-01,1992-06-01,1993-02-01 00:00:00,,69.5,69.5,DS,Online,1461
JAPAN,JP -52  ,KASHIWAZAKI KARIWA-3,BWR  ,BWR-5,3293,1100,1067,TEPCO,TOSHIBA,1989-03-01,1992-12-01,1993-08-01 00:00:00,,37.0,37.7,-,Online,1371
JAPAN,JP -53  ,KASHIWAZAKI KARIWA-4,BWR  ,BWR-5,3293,1100,1067,TEPCO,HITACHI,1990-03-01,1993-12-01,1994-08-01 00:00:00,,35.3,37.0,-,Online,1371
JAPAN,JP -54  ,ONAGAWA-2,BWR  ,BWR-5,2436,825,796,TOHOKU,TOSHIBA,1991-04-01,1994-12-01,1995-07-01 00:00:00,,43.5,46.8,-,Online,1340
JAPAN,JP -55  ,KASHIWAZAKI KARIWA-6,BWR  ,ABWR,3926,1356,1315,TEPCO,TOSHIBA,1992-11-01,1996-01-01,1996-11-01 00:00:00,,44.3,45.9,-,Online,1156
JAPAN,JP -56  ,KASHIWAZAKI KARIWA-7,BWR  ,ABWR,3926,1356,1315,TEPCO,HITACHI,1993-07-01,1996-12-01,1997-07-01 00:00:00,,40.0,41.5,-,Online,1249
JAPAN,JP -57  ,ONAGAWA-3,BWR  ,BWR-5,2436,825,796,TOHOKU,TOSHIBA,1998-01-01,2001-05-01,2002-01-01 00:00:00,,30.7,33.9,-,Online,1216
JAPAN,JP -58  ,HIGASHI DORI-1 (TOHOKU),BWR  ,BWR-5,3293,1100,1067,TOHOKU,TOSHIBA,2000-11-01,2005-03-01,2005-12-01 00:00:00,,26.6,26.6,-,Online,1581
JAPAN,JP -59  ,SHIKA-2,BWR  ,ABWR,3926,1206,1108,HOKURIKU,HITACHI,2001-08-01,2005-07-01,2006-03-01 00:00:00,,16.3,16.3,-,Online,1430
JAPAN,JP -60  ,HAMAOKA-5,BWR  ,ABWR,3926,1380,1325,CHUBU,TOSHIBA,2000-07-01,2004-04-01,2005-01-01 00:00:00,,17.3,20.6,-,Online,1370
JAPAN,JP -64  ,TOMARI-3,PWR  ,M (3-loop),2660,912,866,HEPCO,MHI,2004-11-01,2009-03-01,2009-12-01 00:00:00,,18.1,18.1,-,Online,1581
JAPAN,JP -8   ,TAKAHAMA-1,PWR  ,M (3-loop),2440,826,780,KEPCO,WH/MHI,1970-04-01,1974-03-01,1974-11-01 00:00:00,,53.3,53.3,-,Online,1430
"KOREA,REP.OF",KR -10  ,HANUL-2,PWR  ,France CPI,2775,1010,967,KHNP,FRAM,1983-07-01,1989-04-01,1989-09-01 00:00:00,,86.4,86.7,-,Online,2101
"KOREA,REP.OF",KR -11  ,HANBIT-3,PWR  ,OPR-1000,2825,1041,986,KHNP,DHICKAEC,1989-12-01,1994-10-01,1995-03-01 00:00:00,,78.4,78.5,-,Online,1765
"KOREA,REP.OF",KR -12  ,HANBIT-4,PWR  ,OPR-1000,2825,1022,970,KHNP,DHICKAEC,1990-05-01,1995-07-01,1996-01-01 00:00:00,,72.8,73.0,-,Online,1887
"KOREA,REP.OF",KR -13  ,HANUL-3,PWR  ,OPR-1000,2825,1051,997,KHNP,DHICKOPC,1993-07-01,1998-01-01,1998-08-01 00:00:00,,85.0,85.2,-,Online,1645
"KOREA,REP.OF",KR -14  ,HANUL-4,PWR  ,OPR-1000,2825,1053,999,KHNP,DHICKOPC,1993-11-01,1998-12-01,1999-12-01 00:00:00,,80.3,80.4,-,Online,1856
"KOREA,REP.OF",KR -15  ,WOLSONG-3,PHWR ,CANDU 6,2061,628,607,KHNP,AECL/DHI,1994-03-01,1998-03-01,1998-07-01 00:00:00,,85.3,86.7,-,Online,1461
"KOREA,REP.OF",KR -16  ,WOLSONG-4,PHWR ,CANDU 6,2061,595,575,KHNP,AECL/DHI,1994-07-01,1999-05-01,1999-10-01 00:00:00,,90.3,91.1,-,Online,1765
"KOREA,REP.OF",KR -17  ,HANBIT-5,PWR  ,OPR-1000,2825,1050,992,KHNP,DHICKOPC,1997-06-01,2001-12-01,2002-05-01 00:00:00,,80.6,80.8,-,Online,1644
"KOREA,REP.OF",KR -18  ,HANBIT-6,PWR  ,OPR-1000,2825,1053,993,KHNP,DHICKOPC,1997-11-01,2002-09-01,2002-12-01 00:00:00,,85.4,85.7,-,Online,1765
"KOREA,REP.OF",KR -19  ,HANUL-5,PWR  ,OPR-1000,2825,1049,998,KHNP,DHICKOPC,1999-10-01,2003-12-01,2004-07-01 00:00:00,,89.0,89.2,-,Online,1522
"KOREA,REP.OF",KR -2   ,KORI-2,PWR  ,WH F,1882,681,640,KHNP,WH,1977-12-01,1983-04-01,1983-07-01 00:00:00,,84.5,84.8,-,Online,1947
"KOREA,REP.OF",KR -20  ,HANUL-6,PWR  ,OPR-1000,2825,1050,997,KHNP,DHICKOPC,2000-09-01,2005-01-01,2005-04-01 00:00:00,,89.0,89.1,-,Online,1583
"KOREA,REP.OF",KR -21  ,SHIN-KORI-1,PWR  ,OPR-1000,2825,1046,996,KHNP,DHICKOPC,2006-06-01,2010-08-01,2011-02-01 00:00:00,,74.2,75.3,-,Online,1522
"KOREA,REP.OF",KR -22  ,SHIN-KORI-2,PWR  ,OPR-1000,2825,1047,996,KHNP,DHICKOPC,2007-06-01,2012-01-01,2012-07-01 00:00:00,,81.9,83.1,-,Online,1675
"KOREA,REP.OF",KR -23  ,SHIN-WOLSONG-1,PWR  ,OPR-1000,2825,1048,997,KHNP,DHICKOPC,2007-11-01,2012-01-01,2012-07-01 00:00:00,,81.8,82.1,-,Online,1522
"KOREA,REP.OF",KR -24  ,SHIN-WOLSONG-2,PWR  ,OPR-1000,2825,1050,993,KHNP,DHICKOPC,2008-09-01,2015-02-01,2015-07-01 00:00:00,,83.3,83.5,-,Online,2344
"KOREA,REP.OF",KR -25  ,SHIN-KORI-3,PWR  ,APR-1400,3983,1488,1416,KHNP,DHICKOPC,2008-10-01,2016-01-01,2016-12-01 00:00:00,,76.2,76.3,-,Online,2648
"KOREA,REP.OF",KR -26  ,SHIN-KORI-4,PWR  ,APR-1400,3983,1493,1418,KHNP,DHICKOPC,2009-08-01,2019-04-01,2019-08-01 00:00:00,,79.2,79.3,-,Online,3530
"KOREA,REP.OF",KR -4   ,WOLSONG-2,PHWR ,CANDU 6,2061,592,582,KHNP,AECL/DHI,1992-09-01,1997-04-01,1997-07-01 00:00:00,,89.5,90.7,-,Online,1673
"KOREA,REP.OF",KR -5   ,KORI-3,PWR  ,WH F,2912,1046,1011,KHNP,WH,1979-10-01,1985-01-01,1985-09-01 00:00:00,,82.2,82.5,-,Online,1919
"KOREA,REP.OF",KR -6   ,KORI-4,PWR  ,WH F,2912,1046,1012,KHNP,WH,1980-04-01,1985-12-01,1986-04-01 00:00:00,,83.6,84.0,-,Online,2070
"KOREA,REP.OF",KR -7   ,HANBIT-1,PWR  ,WH F,2787,1025,995,KHNP,WH,1981-06-01,1986-03-01,1986-08-01 00:00:00,,84.2,84.4,-,Online,1734
"KOREA,REP.OF",KR -8   ,HANBIT-2,PWR  ,WH F,2787,1025,988,KHNP,WH,1981-12-01,1986-11-01,1987-06-01 00:00:00,,83.4,83.6,-,Online,1796
"KOREA,REP.OF",KR -9   ,HANUL-1,PWR  ,France CPI,2775,1013,966,KHNP,FRAM,1983-01-01,1988-04-01,1988-09-01 00:00:00,,85.6,86.0,-,Online,1917
MEXICO,MX -1   ,LAGUNA VERDE-1,BWR  ,BWR-5,2317,805,777,CFE,GE,1976-09-01,1989-04-01,1990-07-01 00:00:00,,80.4,81.7,-,Online,4595
MEXICO,MX -2   ,LAGUNA VERDE-2,BWR  ,BWR-5,2317,803,775,CFE,GE,1977-06-01,1994-11-01,1995-04-01 00:00:00,,82.9,83.9,-,Online,6362
NETHERLANDS,NL -2   ,BORSSELE,PWR  ,KWU 2LP,1366,515,482,EPZ,S/KWU,1969-07-01,1973-07-01,1973-10-01 00:00:00,,84.9,85.3,-,Online,1461
PAKISTAN,PK -2   ,CHASNUPP-1,PWR  ,CNP-300,999,325,300,PAEC,CNNC,1993-08-01,2000-06-01,2000-09-01 00:00:00,,78.0,78.4,-,Online,2496
PAKISTAN,PK -3   ,CHASNUPP-2,PWR  ,CNP-300,999,325,300,PAEC,CNNC,2005-12-01,2011-03-01,2011-05-01 00:00:00,,86.3,86.5,-,Online,1916
PAKISTAN,PK -4   ,CHASNUPP-3,PWR  ,CNP-300,999,340,315,PAEC,CNNC,2011-05-01,2016-10-01,2016-12-01 00:00:00,,89.6,90.3,-,Online,1980
PAKISTAN,PK -5   ,CHASNUPP-4,PWR  ,CNP-300,999,340,313,PAEC,CNNC,2011-12-01,2017-06-01,2017-09-01 00:00:00,,88.5,89.1,-,Online,2009
PAKISTAN,PK -6   ,KANUPP-2,PWR  ,ACP-1000,3060,1100,1014,PAEC,CZEC,2015-08-01,2021-03-01,2021-05-01 00:00:00,,98.6,98.6,-,Online,2039
ROMANIA,RO -1   ,CERNAVODA-1,PHWR ,CANDU 6,2180,706,650,SNN,AECL,1983-03-01,1996-07-01,1996-12-01 00:00:00,,89.9,90.9,DH,Online,4871
ROMANIA,RO -2   ,CERNAVODA-2,PHWR ,CANDU 6,2180,705,650,SNN,AECL,1983-07-01,2007-08-01,2007-11-01 00:00:00,,93.6,94.5,DH,Online,8797
RUSSIA,RU -11  ,NOVOVORONEZH-4,PWR  ,VVER V-179,1375,417,385,REA,AEM,1967-07-01,1972-12-01,1973-03-01 00:00:00,,78.2,79.5,"DH, PH",Online,1980
RUSSIA,RU -116 ,BELOYARSK-4,FBR  ,BN-800,2100,885,820,REA,AEM,2006-07-01,2015-12-01,2016-10-01 00:00:00,,65.9,67.0,-,Online,3440
RUSSIA,RU -12  ,KOLA-1,PWR  ,VVER V-230,1375,440,411,REA,AEM,1970-05-01,1973-06-01,1973-12-01 00:00:00,,72.2,77.4,"DH, PH",Online,1127
RUSSIA,RU -13  ,KOLA-2,PWR  ,VVER V-230,1375,440,411,REA,AEM,1970-05-01,1974-12-01,1975-02-01 00:00:00,,72.9,77.4,"DH, PH",Online,1675
RUSSIA,RU -142 ,BILIBINO-2,LWGR ,EGP-6,62,12,11,REA,AEM,1970-01-01,1974-12-01,1975-02-01 00:00:00,,72.9,81.6,DH,Online,1795
RUSSIA,RU -143 ,BILIBINO-3,LWGR ,EGP-6,62,12,11,REA,AEM,1970-01-01,1975-12-01,1976-02-01 00:00:00,,73.2,81.9,DH,Online,2160
RUSSIA,RU -144 ,BILIBINO-4,LWGR ,EGP-6,62,12,11,REA,AEM,1970-01-01,1976-12-01,1977-01-01 00:00:00,,71.8,80.1,DH,Online,2526
RUSSIA,RU -151 ,AKADEMIK LOMONOSOV-1,PWR  ,KLT-40S 'Float,150,35,32,REA,AEM,2007-04-01,2019-12-01,2020-05-01 00:00:00,,87.0,87.0,-,Online,4627
RUSSIA,RU -152 ,AKADEMIK LOMONOSOV-2,PWR  ,KLT-40S 'Float,150,35,32,REA,AEM,2007-04-01,2019-12-01,2020-05-01 00:00:00,,83.5,83.5,-,Online,4627
RUSSIA,RU -161 ,NOVOVORONEZH 2-1,PWR  ,VVER V-392M,3200,1180,1100,REA,AEM,2008-06-01,2016-08-01,2017-02-01 00:00:00,,76.3,78.2,-,Online,2983
RUSSIA,RU -162 ,NOVOVORONEZH 2-2,PWR  ,VVER V-392M,3200,1181,1101,REA,AEM,2009-07-01,2019-05-01,2019-10-01 00:00:00,,79.6,81.8,-,Online,3591
RUSSIA,RU -163 ,LENINGRAD 2-1,PWR  ,VVER V-491,3200,1188,1101,REA,AEM,2008-10-01,2018-03-01,2018-10-01 00:00:00,,79.4,80.6,-,Online,3438
RUSSIA,RU -164 ,LENINGRAD 2-2,PWR  ,VVER V-491,3200,1188,1101,REA,AEM,2010-04-01,2020-10-01,2021-03-01 00:00:00,,88.4,91.0,-,Online,3836
RUSSIA,RU -20  ,NOVOVORONEZH-5,PWR  ,VVER V-187,3000,1000,950,REA,AEM,1974-03-01,1980-05-01,1981-02-01 00:00:00,,67.0,67.8,"DH, PH",Online,2253
RUSSIA,RU -21  ,BELOYARSK-3,FBR  ,BN-600,1470,600,560,REA,AEM,1969-01-01,1980-04-01,1981-11-01 00:00:00,,75.9,76.4,"DH, PH",Online,4108
RUSSIA,RU -22  ,KURSK-2,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1973-01-01,1979-01-01,1979-08-01 00:00:00,,64.1,66.0,"DH, PH",Online,2191
RUSSIA,RU -23  ,SMOLENSK-1,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1975-10-01,1982-12-01,1983-09-01 00:00:00,,74.2,75.9,"DH, PH",Online,2618
RUSSIA,RU -24  ,SMOLENSK-2,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1976-06-01,1985-05-01,1985-07-01 00:00:00,,75.9,77.8,"DH, PH",Online,3256
RUSSIA,RU -30  ,KALININ-1,PWR  ,VVER V-338,3000,1000,950,REA,AEM,1977-02-01,1984-05-01,1985-06-01 00:00:00,,74.5,75.2,"DH, PH",Online,2646
RUSSIA,RU -31  ,KALININ-2,PWR  ,VVER V-338,3000,1000,950,REA,AEM,1982-02-01,1986-12-01,1987-03-01 00:00:00,,77.7,79.6,"DH, PH",Online,1764
RUSSIA,RU -32  ,KOLA-3,PWR  ,VVER V-213,1375,440,411,REA,AEM,1977-04-01,1981-03-01,1982-12-01 00:00:00,,76.6,82.4,"DH, PH",Online,1430
RUSSIA,RU -33  ,KOLA-4,PWR  ,VVER V-213,1375,440,411,REA,AEM,1976-08-01,1984-10-01,1984-12-01 00:00:00,,76.7,82.3,"DH, PH",Online,2983
RUSSIA,RU -34  ,LENINGRAD-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1973-12-01,1979-12-01,1980-06-01 00:00:00,,73.4,74.2,"DH, PH",Online,2191
RUSSIA,RU -35  ,LENINGRAD-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1975-02-01,1981-02-01,1981-08-01 00:00:00,,74.8,75.7,"DH, PH",Online,2192
RUSSIA,RU -36  ,KALININ-3,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1985-10-01,2004-12-01,2005-11-01 00:00:00,,84.3,84.4,"DH, PH",Online,7001
RUSSIA,RU -37  ,KALININ-4,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1986-08-01,2011-11-01,2012-12-01 00:00:00,,88.6,88.6,"DH, PH",Online,9223
RUSSIA,RU -38  ,KURSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1978-04-01,1983-10-01,1984-03-01 00:00:00,,73.9,75.0,"DH, PH",Online,2009
RUSSIA,RU -39  ,KURSK-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1981-05-01,1985-12-01,1986-02-01 00:00:00,,77.5,78.5,"DH, PH",Online,1675
